#,公式应用,类型,商品,建仓时间,建仓价格,平仓时间,平仓价格,数量,最佳平仓价,最佳平仓时间,最差平仓价,最差平仓时间,浮动盈利,浮动亏损,建仓效率,平仓效率,总效率
311,Ama_CL,多头,880545,2017/7/24 11:30,1952,2017/8/7 11:30,1987,1,2012,2017/7/28 10:30,1942,2017/7/27 10:30,5349.79,-1670.96,83.60%,61.25%,44.84%
312,Ama_CL,多头,880948,2017/7/28 11:30,898,2017/8/7 11:30,882,1,900,2017/7/31 14:00,874,2017/8/7 10:30,0,-2715.47,-4.58%,23.66%,-80.92%
313,Ama_CL,多头,880571,2017/7/20 15:00,1747,2017/8/7 14:00,1931,1,1979,2017/8/4 14:00,1742,2017/7/21 10:30,22587.87,-1099.17,97.66%,79.35%,77.01%
314,Ama_CL,多头,880583,2017/7/21 11:30,2124,2017/8/7 14:00,2148,1,2195,2017/8/2 10:30,2102,2017/7/26 14:00,6457.88,-2837.23,74.90%,45.01%,19.91%
315,Ama_CL,多头,880911,2017/8/2 11:30,1864,2017/8/8 10:30,1902,1,1909,2017/8/3 10:30,1858,2017/8/7 10:30,3872.36,-1150.59,87.45%,84.76%,72.21%
316,Ama_CL,多头,880537,2017/7/21 15:00,979,2017/8/8 10:30,1019,1,1024,2017/8/4 14:00,975,2017/7/25 11:30,4214.46,-726.62,91.04%,88.46%,79.50%
317,Ama_CL,多头,880921,2017/7/28 14:00,1101,2017/8/8 10:30,1097,1,1118,2017/8/1 10:30,1089,2017/8/7 10:30,1305.02,-1559.39,51.87%,18.25%,-29.88%
318,Ama_CL,多头,880355,2017/7/26 14:00,1329,2017/8/8 10:30,1334,1,1363,2017/8/2 10:30,1326,2017/7/26 15:00,2973.27,-702.84,91.44%,10.84%,2.27%
319,Ama_CL,多头,880540,2017/7/27 15:00,1400,2017/8/8 10:30,1410,1,1428,2017/8/1 10:30,1396,2017/8/7 10:30,2378.48,-865.34,85.03%,34.65%,19.68%
320,Ama_CL,多头,880584,2017/7/21 10:30,1717,2017/8/8 11:30,1805,1,1851,2017/8/2 14:00,1713,2017/7/27 11:30,12811.14,-909.86,97.26%,65.27%,62.53%
321,Ama_CL,多头,880578,2017/7/21 10:30,2408,2017/8/8 11:30,2493,1,2545,2017/8/1 10:30,2374,2017/7/27 11:30,12941.48,-4173.12,79.13%,68.05%,47.18%
322,Ama_CL,多头,880536,2017/7/24 14:00,852,2017/8/8 11:30,898,1,903,2017/8/8 10:30,842,2017/7/25 11:30,4801.23,-1281.02,82.60%,91.72%,74.32%
323,Ama_CL,多头,880492,2017/7/28 14:00,1646,2017/8/8 14:00,1624,1,1667,2017/8/2 10:30,1612,2017/8/7 10:30,1531.98,-3970.2,30.72%,14.67%,-54.61%
324,Ama_CL,多头,880902,2017/7/28 10:30,1989,2017/8/8 14:00,2031,1,2092,2017/8/2 14:00,1989,2017/7/28 10:30,9665,-636.48,100.00%,36.80%,36.80%
325,Ama_CL,多头,880351,2017/7/21 11:30,1308,2017/8/8 14:00,1571,1,1664,2017/8/4 14:00,1301,2017/7/21 15:00,35129.47,-1077.5,98.15%,74.04%,72.20%
326,Ama_CL,多头,880826,2017/6/26 11:30,1392,2017/8/8 14:00,1487,1,1514,2017/8/2 10:30,1377,2017/7/4 14:00,11713.08,-1992.96,88.30%,79.84%,68.14%
327,Ama_CL,多头,880534,2017/7/26 14:00,1561,2017/8/8 14:00,1624,1,1665,2017/8/2 14:00,1543,2017/7/27 11:30,9886.84,-2274.68,84.74%,64.89%,49.63%
328,Ama_CL,多头,880922,2017/7/24 11:30,1302,2017/8/8 15:00,1452,1,1511,2017/8/4 11:30,1286,2017/7/25 11:30,20436.94,-1983.12,92.86%,73.29%,66.15%
329,Ama_CL,多头,880493,2017/7/31 11:30,1964,2017/8/9 10:30,1995,1,2000,2017/8/8 15:00,1947,2017/8/3 10:30,2919.83,-2343.74,62.92%,90.23%,53.15%
330,Ama_CL,多头,880845,2017/6/23 15:00,2208,2017/8/9 10:30,2412,1,2457,2017/8/3 10:30,2208,2017/6/23 15:00,24112.68,-706.56,100.00%,81.54%,81.54%
331,Ama_CL,多头,880587,2017/6/8 10:30,1732,2017/8/9 11:30,2110,1,2198,2017/8/1 10:30,1727,2017/6/9 11:30,46007.15,-1032.47,98.97%,81.02%,79.99%
332,Ama_CL,多头,880908,2017/7/31 10:30,1233,2017/8/9 11:30,1250,1,1253,2017/8/2 10:30,1220,2017/8/7 10:30,1614.22,-1660.54,55.97%,89.20%,45.17%
333,Ama_CL,多头,880471,2017/6/26 11:30,1627,2017/8/9 14:00,1778,1,1840,2017/8/3 10:30,1598,2017/6/27 14:00,20736.29,-3368.08,87.89%,73.80%,61.69%
334,Ama_CL,多头,880335,2017/7/21 11:30,1241,2017/8/10 10:30,1292,1,1315,2017/8/2 14:00,1239,2017/7/25 15:00,6960.08,-603.78,97.11%,68.39%,65.50%
335,Ama_CL,多头,880557,2017/8/9 11:30,2065,2017/8/10 11:30,2046,1,2072,2017/8/10 10:30,2046,2017/8/9 11:30,64.04,-2557.76,3.26%,-33.28%,-130.03%
336,Ama_CL,多头,880829,2017/6/23 10:30,1421,2017/8/10 11:30,1552,1,1583,2017/8/3 10:30,1414,2017/6/23 14:00,15765.29,-1126.64,95.90%,80.89%,76.79%
337,Ama_CL,多头,880909,2017/7/28 11:30,1271,2017/8/10 14:00,1289,1,1307,2017/8/10 10:30,1270,2017/8/7 10:30,3165.56,-518.54,96.58%,45.84%,42.42%
338,Ama_CL,多头,880925,2017/7/24 11:30,1194,2017/8/10 15:00,1331,1,1382,2017/8/8 10:30,1183,2017/7/25 11:30,18401.82,-1431.4,94.59%,73.76%,68.34%
339,Ama_CL,多头,880807,2017/6/9 11:30,1294,2017/8/10 15:00,1366,1,1396,2017/8/2 10:30,1285,2017/6/15 10:30,9740.65,-1295.67,91.68%,72.08%,63.76%
340,Ama_CL,多头,880591,2017/7/21 15:00,2014,2017/8/11 10:30,2019,1,2059,2017/8/1 10:30,1999,2017/7/26 11:30,3818.37,-2135.1,71.86%,25.41%,-2.73%
341,Ama_CL,多头,880883,2017/7/12 15:00,1028,2017/8/11 11:30,1054,1,1083,2017/8/2 14:00,1027,2017/7/12 15:00,5199.18,-430.8,98.07%,44.69%,42.76%
342,Ama_CL,多头,880330,2017/7/27 11:30,1333,2017/8/11 14:00,1341,1,1399,2017/8/8 14:00,1327,2017/7/28 11:30,6211.8,-1031.6,91.10%,14.36%,5.46%
343,Ama_CL,多头,880847,2017/6/26 14:00,1712,2017/8/11 14:00,1744,1,1794,2017/8/2 10:30,1693,2017/7/4 14:00,7611.08,-2487.74,79.64%,48.06%,27.70%
344,Ama_CL,多头,880505,2017/6/29 11:30,490,2017/8/11 15:00,590,1,646,2017/8/8 11:30,485,2017/6/30 11:30,15430.22,-674.97,96.74%,64.87%,61.61%
345,Ama_CL,多头,880586,2017/7/28 14:00,1546,2017/8/11 15:00,1536,1,1581,2017/8/9 10:30,1534,2017/8/11 14:00,3005.68,-1692.8,71.43%,-6.92%,-35.49%
346,Ama_CL,多头,880310,2017/7/11 10:30,857,2017/8/14 10:30,862,1,895,2017/8/1 14:00,846,2017/7/13 10:30,3477.75,-1323.56,76.76%,28.20%,4.97%
347,Ama_CL,多头,880581,2017/7/21 14:00,2142,2017/8/14 11:30,2148,1,2185,2017/8/9 14:00,2113,2017/7/26 15:00,3602.69,-3573.8,55.42%,43.25%,-1.33%
348,Ama_CL,多头,880372,2017/8/10 10:30,1665,2017/8/14 15:00,1679,1,1680,2017/8/14 10:30,1643,2017/8/11 15:00,946.82,-2777.2,29.60%,97.44%,27.04%
349,Ama_CL,多头,880912,2017/7/31 10:30,1663,2017/8/15 10:30,1691,1,1708,2017/8/10 10:30,1653,2017/8/11 15:00,3952.65,-1575.49,79.06%,66.21%,45.27%
350,Ama_CL,多头,880324,2017/6/14 14:00,613,2017/8/15 10:30,765,1,822,2017/8/8 11:30,609,2017/6/15 10:30,20710.34,-634.46,97.92%,72.90%,70.83%
351,Ama_CL,多头,880350,2017/8/1 10:30,1445,2017/8/15 10:30,1429,1,1467,2017/8/8 10:30,1411,2017/8/14 10:30,1750.05,-3838.98,34.06%,25.84%,-40.09%
352,Ama_CL,多头,880905,2017/7/28 14:00,1578,2017/8/15 14:00,1610,1,1649,2017/8/10 10:30,1568,2017/8/3 10:30,6556.72,-1543.3,86.29%,49.11%,35.40%
353,Ama_CL,多头,880535,2017/7/21 11:30,658,2017/8/15 15:00,767,1,808,2017/8/10 14:00,649,2017/7/24 11:30,14805.38,-1149.06,94.02%,73.75%,67.77%
354,Ama_CL,多头,880448,2017/8/16 15:00,2737,2017/8/17 10:30,2712,1,2737,2017/8/16 15:00,2712,2017/8/16 15:00,0,-3371.84,-53.79%,-53.30%,-207.10%
355,Ama_CL,多头,880380,2017/8/9 15:00,2130,2017/8/21 10:30,2089,1,2179,2017/8/10 10:30,2089,2017/8/9 15:00,4176.6,-4775.04,50.42%,-8.07%,-57.65%
356,Ama_CL,多头,880547,2017/8/16 11:30,1981,2017/8/21 10:30,2033,1,2059,2017/8/17 14:00,1981,2017/8/16 11:30,7158.59,-633.92,100.00%,63.67%,63.67%
357,Ama_CL,多头,880949,2017/8/15 14:00,956,2017/8/21 11:30,977,1,991,2017/8/17 14:00,952,2017/8/15 15:00,3173.5,-664.35,89.82%,60.86%,50.68%
358,Ama_CL,多头,880476,2017/8/18 10:30,1648,2017/8/21 14:00,1653,1,1660,2017/8/21 10:30,1647,2017/8/18 11:30,694.68,-663.14,83.61%,13.00%,-3.39%
359,Ama_CL,多头,880533,2017/8/16 14:00,1484,2017/8/21 14:00,1504,1,1516,2017/8/17 14:00,1484,2017/8/16 14:00,2695.04,-474.88,100.00%,56.47%,56.47%
360,Ama_CL,多头,880421,2017/8/16 11:30,1614,2017/8/21 15:00,1634,1,1641,2017/8/21 10:30,1614,2017/8/16 11:30,2165.22,-516.48,100.00%,68.37%,68.37%
361,Ama_CL,多头,880946,2017/7/28 10:30,692,2017/8/21 15:00,738,1,756,2017/8/17 14:00,680,2017/7/31 10:30,6131.38,-1371.6,84.16%,75.84%,60.00%
362,Ama_CL,多头,880507,2017/8/17 15:00,1328,2017/8/21 15:00,1324,1,1328,2017/8/17 15:00,1315,2017/8/18 10:30,0,-1750.84,-46.95%,55.88%,-91.07%
363,Ama_CL,多头,880580,2017/8/16 14:00,3114,2017/8/22 11:30,3175,1,3200,2017/8/17 14:00,3106,2017/8/17 10:30,7546.84,-1829.16,90.03%,70.73%,60.77%
364,Ama_CL,多头,880424,2017/8/17 10:30,1607,2017/8/22 14:00,1633,1,1650,2017/8/21 10:30,1607,2017/8/17 10:30,3771.9,-514.24,100.00%,55.19%,55.19%
365,Ama_CL,多头,880549,2017/8/21 10:30,1241,2017/8/23 10:30,1238,1,1246,2017/8/21 15:00,1232,2017/8/22 15:00,76.12,-1257.74,8.10%,17.75%,-74.15%
366,Ama_CL,多头,880911,2017/8/18 14:00,1938,2017/8/23 11:30,1908,1,1951,2017/8/22 10:30,1908,2017/8/18 14:00,658.8,-3615.36,17.98%,-16.67%,-98.68%
367,Ama_CL,多头,880520,2017/8/16 15:00,1306,2017/8/23 11:30,1309,1,1327,2017/8/22 10:30,1303,2017/8/17 11:30,1651.76,-741.4,83.58%,10.43%,-5.99%
368,Ama_CL,多头,880577,2017/8/15 11:30,3733,2017/8/23 14:00,3822,1,3910,2017/8/17 14:00,3697,2017/8/15 14:00,16522.05,-4743.87,82.27%,56.03%,38.30%
369,Ama_CL,多头,880933,2017/8/16 10:30,996,2017/8/23 14:00,1006,1,1023,2017/8/21 10:30,996,2017/8/16 10:30,2349,-318.72,100.00%,28.93%,28.93%
370,Ama_CL,多头,880431,2017/8/8 14:00,793,2017/8/23 15:00,809,1,825,2017/8/17 11:30,787,2017/8/9 15:00,2922.15,-811.87,83.92%,54.67%,38.59%
371,Ama_CL,多头,880572,2017/8/17 14:00,1534,2017/8/24 10:30,1525,1,1560,2017/8/21 10:30,1524,2017/8/23 11:30,2131.92,-1484.29,68.14%,-12.56%,-44.41%
372,Ama_CL,多头,880563,2017/8/17 15:00,2220,2017/8/24 10:30,2216,1,2239,2017/8/21 10:30,2201,2017/8/18 10:30,1160.6,-2589.4,38.11%,25.45%,-36.44%
373,Ama_CL,多头,880493,2017/8/16 11:30,2076,2017/8/24 15:00,2111,1,2183,2017/8/17 14:00,2076,2017/8/16 11:30,10037.52,-664.32,100.00%,28.20%,28.20%
374,Ama_CL,多头,880446,2017/8/18 10:30,1129,2017/8/24 15:00,1128,1,1143,2017/8/22 10:30,1127,2017/8/18 11:30,999.54,-605.89,80.29%,-17.33%,-37.04%
375,Ama_CL,多头,880584,2017/8/23 14:00,1793,2017/8/24 15:00,1773,1,1793,2017/8/23 14:00,1769,2017/8/24 11:30,0,-2938.96,-31.89%,-10.99%,-142.89%
376,Ama_CL,多头,880587,2017/8/16 15:00,2119,2017/8/25 11:30,2147,1,2205,2017/8/22 14:00,2108,2017/8/17 11:30,7909.16,-1800.28,87.54%,35.90%,23.44%
377,Ama_CL,多头,880583,2017/8/18 10:30,2192,2017/8/25 11:30,2180,1,2221,2017/8/22 10:30,2166,2017/8/24 15:00,2207.89,-3328.24,45.59%,15.19%,-39.22%
378,Ama_CL,多头,880927,2017/8/10 10:30,1364,2017/8/25 11:30,1367,1,1383,2017/8/21 15:00,1348,2017/8/11 10:30,1493.43,-2063.87,47.77%,47.84%,-4.38%
379,Ama_CL,多头,880920,2017/8/16 10:30,1380,2017/8/25 14:00,1383,1,1400,2017/8/22 15:00,1379,2017/8/24 15:00,1564.19,-570.39,92.37%,-0.76%,-8.39%
380,Ama_CL,多头,880530,2017/7/28 14:00,1356,2017/8/25 14:00,1384,1,1416,2017/8/21 10:30,1344,2017/8/11 15:00,5569.46,-1672.93,81.75%,52.91%,34.67%
381,Ama_CL,多头,880490,2017/8/17 14:00,1580,2017/8/25 15:00,1574,1,1596,2017/8/21 10:30,1553,2017/8/24 15:00,1060.88,-3183.3,28.31%,42.21%,-29.48%
382,Ama_CL,多头,880400,2017/8/11 15:00,1778,2017/8/25 15:00,1799,1,1813,2017/8/22 10:30,1772,2017/8/11 15:00,2938.42,-1160.01,83.21%,60.05%,43.26%
383,Ama_CL,多头,880506,2017/8/17 11:30,1455,2017/8/25 15:00,1504,1,1551,2017/8/22 10:30,1454,2017/8/18 10:30,9084.1,-551.46,99.06%,49.21%,48.27%
384,Ama_CL,多头,880913,2017/8/17 11:30,1556,2017/8/28 10:30,1562,1,1576,2017/8/22 10:30,1544,2017/8/25 10:30,1520.84,-1717.96,55.41%,48.28%,3.68%
385,Ama_CL,多头,880489,2017/8/17 10:30,1422,2017/8/28 11:30,1450,1,1452,2017/8/21 10:30,1418,2017/8/24 15:00,2519.19,-856.4,86.22%,93.88%,80.10%
386,Ama_CL,多头,880452,2017/8/18 10:30,1397,2017/8/28 14:00,1519,1,1626,2017/8/23 14:00,1396,2017/8/18 15:00,22422.32,-550.87,99.54%,52.55%,52.09%
387,Ama_CL,多头,880908,2017/8/17 10:30,1294,2017/8/28 14:00,1331,1,1332,2017/8/17 14:00,1285,2017/8/25 10:30,3406.8,-1362.56,78.17%,97.09%,75.26%
388,Ama_CL,多头,880476,2017/8/28 11:30,1690,2017/8/30 10:30,1673,1,1690,2017/8/28 11:30,1673,2017/8/28 11:30,0,-2238.08,-46.54%,-46.08%,-192.62%
389,Ama_CL,多头,880471,2017/8/24 11:30,1803,2017/8/31 10:30,1853,1,1890,2017/8/28 10:30,1803,2017/8/24 11:30,8081.16,-576.96,100.00%,54.63%,54.63%
390,Ama_CL,多头,880585,2017/8/16 15:00,1538,2017/8/31 14:00,1563,1,1578,2017/8/29 11:30,1534,2017/8/17 11:30,3496.45,-907.49,89.35%,61.86%,51.21%
391,Ama_CL,多头,880853,2017/8/22 15:00,767,2017/8/31 14:00,778,1,794,2017/8/28 11:30,761,2017/8/24 15:00,2457.23,-812.53,81.20%,46.98%,28.18%
392,Ama_CL,多头,880829,2017/8/23 14:00,1555,2017/8/31 15:00,1588,1,1617,2017/8/28 11:30,1554,2017/8/24 11:30,5739.4,-578.48,98.61%,49.45%,48.06%
393,Ama_CL,多头,880845,2017/8/23 11:30,2424,2017/9/1 10:30,2472,1,2522,2017/8/28 11:30,2424,2017/8/23 14:00,8997.65,-824.6,99.46%,44.94%,44.40%
394,Ama_CL,多头,880847,2017/8/23 10:30,1795,2017/9/1 10:30,1829,1,1855,2017/8/28 11:30,1795,2017/8/23 11:30,5373.06,-596.36,99.59%,52.68%,52.27%
395,Ama_CL,多头,880390,2017/8/24 11:30,1690,2017/9/1 11:30,1692,1,1717,2017/8/28 11:30,1684,2017/8/31 14:00,2191.82,-1170.8,77.62%,10.30%,-12.08%
396,Ama_CL,多头,880826,2017/8/23 11:30,1487,2017/9/1 11:30,1522,1,1544,2017/8/28 11:30,1486,2017/8/23 14:00,5263.96,-591.65,97.84%,58.27%,56.11%
397,Ama_CL,多头,880472,2017/8/28 14:00,1554,2017/9/1 14:00,1581,1,1591,2017/8/30 10:30,1548,2017/8/29 10:30,3233.74,-1052.4,85.31%,72.69%,58.00%
398,Ama_CL,多头,880883,2017/8/23 15:00,1073,2017/9/4 10:30,1089,1,1109,2017/8/28 11:30,1067,2017/8/24 15:00,3242.89,-921.43,84.83%,47.98%,32.81%
399,Ama_CL,多头,880355,2017/8/21 10:30,1378,2017/9/4 11:30,1385,1,1404,2017/8/29 10:30,1371,2017/8/24 10:30,2145.89,-1166.8,74.66%,34.31%,8.97%
400,Ama_CL,多头,880473,2017/8/23 11:30,1714,2017/9/4 11:30,1749,1,1837,2017/8/28 11:30,1707,2017/8/24 15:00,11763.78,-1240.38,94.43%,29.22%,23.65%
401,Ama_CL,多头,880582,2017/9/1 14:00,1500,2017/9/5 10:30,1485,1,1507,2017/9/4 10:30,1485,2017/9/1 14:00,232.86,-1977.6,13.42%,-27.38%,-113.97%
402,Ama_CL,多头,880418,2017/9/1 14:00,1589,2017/9/5 14:00,1594,1,1603,2017/9/4 14:00,1589,2017/9/1 14:00,912.24,-508.48,100.00%,-1.02%,-1.02%
403,Ama_CL,多头,880493,2017/9/4 15:00,2258,2017/9/6 10:30,2235,1,2268,2017/9/5 10:30,2235,2017/9/4 15:00,229.91,-3018.88,9.07%,-28.23%,-119.15%
404,Ama_CL,多头,880580,2017/9/4 14:00,3267,2017/9/6 14:00,3263,1,3273,2017/9/5 10:30,3240,2017/9/6 11:30,0,-3776.07,-17.93%,55.73%,-62.20%
405,Ama_CL,多头,880949,2017/9/4 10:30,997,2017/9/7 10:30,1021,1,1022,2017/9/6 15:00,997,2017/9/4 10:30,2169.97,-319.04,100.00%,95.72%,95.72%
406,Ama_CL,多头,880521,2017/9/1 15:00,793,2017/9/7 14:00,808,1,826,2017/9/6 14:00,793,2017/9/1 15:00,2994.04,-253.76,100.00%,41.54%,41.54%
407,Ama_CL,多头,880448,2017/8/29 15:00,2774,2017/9/7 15:00,2886,1,2927,2017/9/5 10:30,2759,2017/8/31 10:30,14400.81,-2428.2,90.31%,74.25%,64.56%
408,Ama_CL,多头,880553,2017/9/4 11:30,1373,2017/9/7 15:00,1391,1,1399,2017/9/7 10:30,1373,2017/9/4 11:30,2184.44,-439.36,100.00%,62.16%,62.16%
409,Ama_CL,多头,880330,2017/9/4 15:00,1371,2017/9/8 11:30,1365,1,1376,2017/9/7 10:30,1358,2017/9/7 15:00,86.44,-1740.63,6.21%,19.27%,-74.52%
410,Ama_CL,多头,880922,2017/8/31 11:30,1379,2017/9/8 11:30,1417,1,1456,2017/9/4 10:30,1372,2017/8/31 14:00,7272.36,-1172.1,90.84%,51.04%,41.88%
411,Ama_CL,多头,880547,2017/9/4 11:30,2106,2017/9/8 11:30,2106,1,2151,2017/9/7 10:30,2103,2017/9/6 11:30,3867.8,-992.4,92.37%,-8.46%,-16.09%
412,Ama_CL,多头,880577,2017/8/29 10:30,3864,2017/9/8 11:30,3988,1,4047,2017/9/5 10:30,3823,2017/8/31 10:30,16984.32,-5341.91,80.48%,72.32%,52.81%
413,Ama_CL,多头,880533,2017/9/5 10:30,1530,2017/9/8 15:00,1537,1,1567,2017/9/7 10:30,1525,2017/9/5 11:30,3206.48,-974.82,86.82%,18.85%,5.67%
414,Ama_CL,多头,880946,2017/8/29 10:30,740,2017/9/11 10:30,774,1,799,2017/9/7 10:30,736,2017/8/29 15:00,5677.72,-680.09,92.74%,58.84%,51.58%
415,Ama_CL,多头,880933,2017/9/4 10:30,1041,2017/9/11 14:00,1054,1,1068,2017/9/7 10:30,1041,2017/9/4 10:30,2403.49,-333.12,100.00%,40.14%,40.14%
416,Ama_CL,多头,880948,2017/8/16 11:30,921,2017/9/12 10:30,993,1,1028,2017/9/7 10:30,921,2017/8/16 11:30,10400.14,-294.72,100.00%,66.29%,66.29%
417,Ama_CL,多头,880489,2017/9/4 14:00,1504,2017/9/12 11:30,1493,1,1525,2017/9/7 10:30,1481,2017/9/8 15:00,1598.39,-2763.62,41.11%,18.26%,-40.63%
418,Ama_CL,多头,880310,2017/8/29 10:30,885,2017/9/12 11:30,871,1,885,2017/8/29 10:30,870,2017/9/5 15:00,0,-1792.78,-23.00%,-13.53%,-136.53%
419,Ama_CL,多头,880301,2017/8/29 15:00,679,2017/9/12 11:30,743,1,772,2017/9/4 10:30,675,2017/8/30 10:30,9036.89,-600.67,95.92%,69.60%,65.51%
420,Ama_CL,多头,880913,2017/9/1 15:00,1598,2017/9/12 15:00,1624,1,1638,2017/9/8 11:30,1593,2017/9/4 10:30,3521.18,-986.6,88.07%,64.06%,52.14%
421,Ama_CL,多头,880598,2017/9/5 11:30,1210,2017/9/12 15:00,1223,1,1244,2017/9/7 10:30,1209,2017/9/5 14:00,2960.44,-465.08,97.43%,32.54%,29.97%
422,Ama_CL,多头,880549,2017/8/29 10:30,1252,2017/9/13 10:30,1263,1,1288,2017/9/7 10:30,1247,2017/8/29 15:00,3148.67,-874.88,86.87%,32.37%,19.25%
423,Ama_CL,多头,880520,2017/9/6 14:00,1363,2017/9/13 11:30,1372,1,1413,2017/9/12 14:00,1350,2017/9/8 15:00,4592.78,-1776.01,77.36%,30.43%,7.79%
424,Ama_CL,多头,880951,2017/9/5 15:00,1032,2017/9/13 11:30,1072,1,1099,2017/9/12 14:00,1030,2017/9/6 10:30,6401.98,-511.94,97.23%,58.41%,55.64%
425,Ama_CL,多头,880599,2017/8/15 10:30,1603,2017/9/14 11:30,1599,1,1616,2017/8/21 15:00,1585,2017/8/24 15:00,739.03,-2297.1,29.22%,34.70%,-36.08%
426,Ama_CL,多头,880571,2017/9/11 11:30,1927,2017/9/14 15:00,1965,1,2001,2017/9/12 14:00,1923,2017/9/11 11:30,6789.5,-1062.92,93.81%,50.09%,43.90%
427,Ama_CL,多头,880546,2017/8/7 11:30,2016,2017/9/15 10:30,2162,1,2207,2017/9/6 15:00,1999,2017/8/8 10:30,18468.24,-2348.4,91.53%,77.52%,69.05%
428,Ama_CL,多头,880902,2017/8/22 15:00,2075,2017/9/15 10:30,2263,1,2375,2017/9/12 11:30,2030,2017/8/24 15:00,29282,-5181.76,86.60%,66.95%,53.55%
429,Ama_CL,多头,880351,2017/8/29 14:00,1593,2017/9/15 10:30,1760,1,1838,2017/9/12 14:00,1574,2017/8/29 15:00,23964.02,-2383.76,92.73%,69.82%,62.54%
430,Ama_CL,多头,880589,2017/8/15 10:30,1591,2017/9/15 10:30,1655,1,1719,2017/9/7 10:30,1586,2017/8/15 15:00,12301.36,-1006.32,96.10%,49.84%,45.94%
431,Ama_CL,多头,880534,2017/8/31 15:00,1666,2017/9/15 10:30,1811,1,1883,2017/9/12 11:30,1662,2017/9/1 10:30,21155.12,-888.56,98.34%,66.48%,64.82%
432,Ama_CL,多头,880930,2017/8/17 14:00,1443,2017/9/15 10:30,1518,1,1567,2017/9/12 14:00,1436,2017/8/24 15:00,11893.44,-1131.69,94.65%,61.27%,55.92%
433,Ama_CL,多头,880446,2017/8/29 14:00,1147,2017/9/15 11:30,1192,1,1223,2017/9/12 14:00,1141,2017/8/30 14:00,7219.8,-931.14,92.73%,60.26%,52.99%
434,Ama_CL,多头,880421,2017/9/5 10:30,1667,2017/9/15 11:30,1686,1,1705,2017/9/12 14:00,1663,2017/9/6 11:30,3246.5,-975.74,87.98%,48.97%,36.95%
435,Ama_CL,多头,880591,2017/8/29 15:00,2047,2017/9/15 14:00,2058,1,2074,2017/8/30 11:30,2042,2017/9/1 14:00,2057.6,-1188.19,79.37%,37.73%,17.10%
436,Ama_CL,多头,880574,2017/7/28 11:30,2201,2017/9/15 14:00,2346,1,2428,2017/9/12 14:00,2185,2017/8/4 15:00,21975.32,-2273.8,93.31%,65.17%,58.48%
437,Ama_CL,多头,880904,2017/8/17 15:00,2526,2017/9/15 15:00,2616,1,2647,2017/9/5 10:30,2499,2017/8/18 10:30,11238.36,-3468.05,80.81%,77.99%,58.80%
438,Ama_CL,多头,880324,2017/9/1 15:00,825,2017/9/15 15:00,827,1,885,2017/9/12 11:30,817,2017/9/5 11:30,5721.41,-1095.67,87.27%,11.75%,-0.98%
439,Ama_CL,多头,880942,2017/8/17 11:30,905,2017/9/18 10:30,935,1,944,2017/9/7 11:30,893,2017/8/24 15:00,3647.09,-1493.67,75.12%,80.61%,55.73%
440,Ama_CL,多头,880945,2017/8/18 15:00,1190,2017/9/18 10:30,1202,1,1227,2017/9/7 11:30,1182,2017/8/25 10:30,3335.24,-1187.51,80.47%,39.25%,19.72%
441,Ama_CL,多头,880583,2017/9/5 15:00,2236,2017/9/18 11:30,2386,1,2420,2017/9/12 14:00,2234,2017/9/6 10:30,17689,-944.15,98.72%,80.87%,79.59%
442,Ama_CL,多头,880544,2017/9/5 14:00,1662,2017/9/18 11:30,1721,1,1732,2017/9/14 10:30,1657,2017/9/6 10:30,6440.99,-1042.02,92.64%,84.43%,77.07%
443,Ama_CL,多头,880529,2017/8/17 10:30,4968,2017/9/18 11:30,5803,1,5882,2017/9/14 11:30,4942,2017/8/18 15:00,89618.07,-4210.56,97.15%,91.50%,88.65%
444,Ama_CL,多头,880505,2017/8/31 11:30,611,2017/9/18 14:00,644,1,684,2017/9/12 11:30,611,2017/8/31 11:30,7050.87,-195.52,100.00%,43.95%,43.95%
445,Ama_CL,多头,880584,2017/9/1 10:30,1809,2017/9/18 14:00,1926,1,1967,2017/9/12 14:00,1802,2017/9/5 11:30,15169.88,-1301.72,95.44%,74.41%,69.85%
446,Ama_CL,多头,880944,2017/8/17 15:00,1069,2017/9/18 14:00,1114,1,1137,2017/9/12 14:00,1062,2017/8/18 10:30,6424.08,-1003.02,90.64%,67.92%,58.57%
447,Ama_CL,多头,880350,2017/9/1 14:00,1489,2017/9/18 14:00,1544,1,1607,2017/9/13 10:30,1482,2017/9/7 15:00,11351.56,-1174.36,94.19%,47.42%,41.61%
448,Ama_CL,多头,880535,2017/9/1 15:00,798,2017/9/18 14:00,796,1,854,2017/9/12 11:30,785,2017/9/8 15:00,5345.66,-1593.22,79.93%,13.26%,-6.80%
449,Ama_CL,多头,880492,2017/8/16 14:00,1698,2017/9/18 15:00,1778,1,1810,2017/9/12 14:00,1669,2017/8/25 11:30,10607.76,-3404.77,78.70%,76.53%,55.23%
450,Ama_CL,多头,880539,2017/7/28 10:30,1685,2017/9/18 15:00,1798,1,1813,2017/9/12 14:00,1671,2017/8/7 10:30,12202.38,-1938.96,89.68%,89.27%,78.95%
451,Ama_CL,多头,880587,2017/9/4 15:00,2215,2017/9/19 11:30,2285,1,2378,2017/9/12 15:00,2193,2017/9/5 11:30,15614.04,-2862.36,87.85%,47.49%,35.33%
