#,公式应用,类型,商品,建仓时间,建仓价格,平仓时间,平仓价格,数量,最佳平仓价,最佳平仓时间,最差平仓价,最差平仓时间,浮动盈利,浮动亏损,建仓效率,平仓效率,总效率
927,Ama_CL,多头,880927,2018/2/26 14:00,1445,2018/3/26 11:30,1574,1,1629,2018/3/21 10:30,1425,2018/2/28 10:30,17950.09,-2418.27,90.15%,72.21%,62.36%
928,Ama_CL,多头,880430,2018/3/28 11:30,1252,2018/3/28 14:00,1245,1,1252,2018/3/28 11:30,1245,2018/3/28 11:30,0,-1099.52,-133.33%,-132.59%,-365.92%
929,Ama_CL,多头,880456,2018/3/28 10:30,1943,2018/3/29 15:00,1989,1,2004,2018/3/28 11:30,1943,2018/3/28 10:30,5498.43,-621.76,100.00%,72.22%,72.22%
930,Ama_CL,多头,880476,2018/4/2 11:30,1417,2018/4/3 10:30,1397,1,1417,2018/4/2 11:30,1397,2018/4/2 11:30,0,-2450.24,-29.26%,-28.85%,-158.10%
931,Ama_CL,多头,880430,2018/4/2 11:30,1301,2018/4/3 10:30,1286,1,1319,2018/4/2 14:00,1286,2018/4/2 11:30,1388.79,-1913.92,48.04%,-14.23%,-66.20%
932,Ama_CL,多头,880351,2018/4/2 10:30,1393,2018/4/3 10:30,1364,1,1411,2018/4/2 14:00,1364,2018/4/2 10:30,1304.44,-3341.12,30.99%,-10.37%,-79.38%
933,Ama_CL,多头,880520,2018/4/2 14:00,1181,2018/4/3 10:30,1162,1,1181,2018/4/2 14:00,1162,2018/4/2 14:00,0,-2274.88,-24.78%,-24.38%,-149.16%
934,Ama_CL,多头,880956,2018/3/29 11:30,985,2018/4/3 14:00,1014,1,1043,2018/4/2 14:00,985,2018/3/29 11:30,5438.58,-315.2,100.00%,47.44%,47.44%
935,Ama_CL,多头,880553,2018/4/2 15:00,1265,2018/4/3 14:00,1254,1,1265,2018/4/2 15:00,1247,2018/4/3 11:30,0,-2188.94,-29.23%,20.71%,-108.52%
936,Ama_CL,多头,880575,2018/3/28 15:00,1448,2018/4/3 15:00,1481,1,1516,2018/4/2 14:00,1441,2018/3/28 15:00,6301.8,-1186.2,89.68%,50.61%,40.29%
937,Ama_CL,多头,880911,2018/4/3 10:30,1615,2018/4/4 10:30,1620,1,1621,2018/4/4 10:30,1606,2018/4/3 15:00,49.29,-1464.28,4.93%,93.31%,-1.76%
938,Ama_CL,多头,880597,2018/3/28 11:30,1493,2018/4/4 10:30,1516,1,1527,2018/4/2 11:30,1481,2018/3/29 10:30,2946.75,-1642.89,71.60%,72.59%,44.19%
939,Ama_CL,多头,880547,2018/3/29 10:30,1982,2018/4/4 10:30,2088,1,2131,2018/4/2 14:00,1966,2018/3/29 11:30,14208.96,-2183.76,90.14%,72.97%,63.11%
940,Ama_CL,多头,880949,2018/3/28 10:30,891,2018/4/4 10:30,924,1,943,2018/4/2 14:00,891,2018/3/28 10:30,4944.5,-285.12,100.00%,60.87%,60.87%
941,Ama_CL,多头,880580,2018/3/28 14:00,2924,2018/4/4 10:30,3039,1,3123,2018/4/2 14:00,2924,2018/3/28 14:00,18948.44,-935.68,100.00%,55.66%,55.66%
942,Ama_CL,多头,880954,2018/3/28 14:00,1046,2018/4/4 10:30,1071,1,1100,2018/4/2 14:00,1042,2018/3/29 11:30,5082.6,-721.1,92.91%,46.60%,39.51%
943,Ama_CL,多头,880421,2018/3/28 15:00,1360,2018/4/4 11:30,1383,1,1407,2018/4/2 14:00,1358,2018/3/29 10:30,4222.34,-605.93,96.10%,46.26%,42.36%
944,Ama_CL,多头,880446,2018/3/29 11:30,1004,2018/4/4 14:00,1011,1,1024,2018/4/2 10:30,998,2018/4/3 15:00,1656.55,-921.32,73.35%,43.37%,16.72%
945,Ama_CL,多头,880437,2018/3/28 15:00,994,2018/4/4 14:00,1026,1,1031,2018/4/2 14:00,992,2018/3/28 15:00,3411.94,-562.69,93.29%,85.37%,78.66%
946,Ama_CL,多头,880946,2018/3/28 10:30,789,2018/4/4 14:00,829,1,849,2018/4/2 14:00,789,2018/3/28 10:30,5762.88,-252.48,100.00%,64.92%,64.92%
947,Ama_CL,多头,880513,2018/4/3 10:30,1345,2018/4/4 14:00,1358,1,1360,2018/4/4 11:30,1338,2018/4/3 15:00,1046.23,-1114.3,60.39%,89.68%,50.08%
948,Ama_CL,多头,880507,2018/3/27 15:00,1160,2018/4/4 14:00,1209,1,1221,2018/4/2 14:00,1151,2018/3/28 10:30,5680.1,-1305.7,85.83%,82.48%,68.32%
949,Ama_CL,多头,880533,2018/3/28 10:30,1309,2018/4/4 14:00,1383,1,1414,2018/4/2 14:00,1309,2018/3/28 10:30,10095.28,-418.88,100.00%,69.04%,69.04%
950,Ama_CL,多头,880493,2018/4/3 15:00,2157,2018/4/4 15:00,2135,1,2205,2018/4/4 10:30,2135,2018/4/3 15:00,4077.12,-2886.72,64.92%,-10.88%,-45.96%
951,Ama_CL,多头,880563,2018/3/29 15:00,2269,2018/4/4 15:00,2388,1,2465,2018/4/2 14:00,2269,2018/3/29 15:00,18818.6,-726.08,100.00%,59.28%,59.28%
952,Ama_CL,多头,880534,2018/4/3 10:30,1455,2018/4/9 10:30,1437,1,1473,2018/4/4 10:30,1437,2018/4/3 10:30,1281.6,-2262.72,41.55%,-14.91%,-73.36%
953,Ama_CL,多头,880928,2018/3/27 15:00,1309,2018/4/9 14:00,1333,1,1357,2018/4/4 10:30,1300,2018/3/28 10:30,4381.43,-1331.42,82.72%,54.61%,37.33%
954,Ama_CL,多头,880578,2018/4/2 14:00,2559,2018/4/9 14:00,2510,1,2559,2018/4/2 14:00,2488,2018/4/9 10:30,0,-7884.56,-13.06%,21.97%,-91.09%
955,Ama_CL,多头,880948,2018/4/3 10:30,949,2018/4/9 15:00,933,1,956,2018/4/4 10:30,913,2018/4/9 10:30,397.2,-3882.94,9.96%,42.37%,-47.67%
956,Ama_CL,多头,880335,2018/4/2 11:30,1211,2018/4/10 10:30,1192,1,1211,2018/4/2 11:30,1181,2018/4/9 10:30,0,-3406.68,-14.67%,28.18%,-86.49%
957,Ama_CL,多头,880586,2018/4/9 11:30,1424,2018/4/10 10:30,1409,1,1440,2018/4/9 14:00,1409,2018/4/9 11:30,1149.75,-1953.28,43.35%,-17.00%,-73.65%
958,Ama_CL,多头,880807,2018/4/4 11:30,1235,2018/4/10 10:30,1217,1,1240,2018/4/4 14:00,1207,2018/4/9 10:30,74.05,-3179.74,2.58%,20.96%,-76.45%
959,Ama_CL,多头,880920,2018/4/3 10:30,1573,2018/4/11 10:30,1583,1,1619,2018/4/4 10:30,1562,2018/4/9 10:30,4127.22,-1588.62,79.13%,30.36%,9.49%
960,Ama_CL,多头,880530,2018/4/3 15:00,1401,2018/4/11 10:30,1391,1,1422,2018/4/4 10:30,1370,2018/4/10 14:00,1666.3,-3571.32,34.72%,35.14%,-30.14%
961,Ama_CL,多头,880506,2018/4/9 11:30,1412,2018/4/11 11:30,1435,1,1438,2018/4/11 10:30,1408,2018/4/10 10:30,2141,-810.27,85.62%,88.14%,73.76%
962,Ama_CL,多头,880585,2018/4/9 11:30,1261,2018/4/11 14:00,1264,1,1272,2018/4/9 14:00,1247,2018/4/10 14:00,654.78,-1774.32,32.26%,62.62%,-5.12%
963,Ama_CL,多头,880557,2018/4/3 15:00,2325,2018/4/16 10:30,2304,1,2394,2018/4/4 10:30,2304,2018/4/3 15:00,6155.95,-2840.64,74.53%,-8.93%,-34.39%
964,Ama_CL,多头,880521,2018/4/11 15:00,766,2018/4/16 10:30,772,1,790,2018/4/12 11:30,765,2018/4/13 15:00,2140.06,-339.97,95.74%,20.09%,15.83%
965,Ama_CL,多头,880549,2018/4/12 10:30,1101,2018/4/16 10:30,1086,1,1105,2018/4/12 11:30,1085,2018/4/13 15:00,41.04,-1983.71,2.45%,-12.71%,-110.27%
966,Ama_CL,多头,880529,2018/3/28 14:00,4951,2018/4/16 11:30,5226,1,5345,2018/4/12 11:30,4921,2018/3/29 11:30,37738.65,-4570.55,92.65%,70.87%,63.51%
967,Ama_CL,多头,880490,2018/4/4 15:00,1583,2018/4/17 10:30,1591,1,1605,2018/4/11 15:00,1557,2018/4/9 10:30,1648.99,-3080.44,38.97%,67.93%,6.91%
968,Ama_CL,多头,880913,2018/3/29 10:30,1613,2018/4/17 11:30,1624,1,1671,2018/4/13 10:30,1585,2018/3/29 11:30,5282.55,-3276.74,65.61%,41.62%,7.23%
969,Ama_CL,多头,880431,2018/3/29 15:00,639,2018/4/17 11:30,679,1,709,2018/4/13 10:30,639,2018/3/29 15:00,6806.28,-204.48,100.00%,55.67%,55.67%
970,Ama_CL,多头,880569,2018/4/3 14:00,2332,2018/4/17 14:00,2266,1,2355,2018/4/11 10:30,2266,2018/4/3 14:00,1556.08,-7335.68,19.05%,-8.88%,-89.82%
971,Ama_CL,多头,880939,2018/4/3 15:00,524,2018/4/18 10:30,519,1,536,2018/4/10 10:30,515,2018/4/17 15:00,1065.34,-1105.18,53.11%,13.64%,-33.25%
972,Ama_CL,多头,880565,2018/3/30 10:30,5554,2018/4/19 10:30,5697,1,5843,2018/4/17 10:30,5513,2018/4/18 11:30,27095.44,-5879.69,86.81%,53.24%,40.05%
973,Ama_CL,多头,880912,2018/3/29 14:00,1663,2018/4/19 15:00,1719,1,1758,2018/4/16 11:30,1663,2018/3/29 14:00,8905.72,-532.16,100.00%,56.80%,56.80%
974,Ama_CL,多头,880355,2018/2/13 10:30,1300,2018/4/20 11:30,1501,1,1563,2018/4/13 10:30,1300,2018/2/13 10:30,25834.94,-416,100.00%,76.07%,76.07%
975,Ama_CL,多头,880952,2018/4/19 11:30,1087,2018/4/23 11:30,1079,1,1110,2018/4/19 14:00,1069,2018/4/23 10:30,1944.49,-2121,52.22%,16.98%,-30.79%
976,Ama_CL,多头,880546,2018/3/29 10:30,2008,2018/4/25 11:30,2182,1,2245,2018/4/19 14:00,1990,2018/3/29 11:30,23049.47,-2445.68,92.72%,74.58%,67.30%
977,Ama_CL,多头,880901,2018/3/30 15:00,2384,2018/4/25 11:30,2429,1,2507,2018/4/19 14:00,2309,2018/4/23 15:00,11473.52,-8248.88,60.44%,59.21%,19.65%
978,Ama_CL,多头,880489,2018/3/30 15:00,1435,2018/4/25 14:00,1467,1,1533,2018/4/19 14:00,1396,2018/4/23 15:00,9315.14,-4362.94,70.40%,50.27%,20.68%
979,Ama_CL,多头,880946,2018/4/25 15:00,820,2018/4/27 11:30,808,1,822,2018/4/26 10:30,794,2018/4/27 10:30,0,-2903.17,-1.25%,45.43%,-55.82%
980,Ama_CL,多头,880545,2018/4/2 10:30,2268,2018/5/3 10:30,2197,1,2350,2018/4/19 14:00,2156,2018/4/9 10:30,7502.04,-11880.88,40.13%,18.06%,-41.80%
981,Ama_CL,多头,880956,2018/5/7 14:00,1016,2018/5/10 10:30,1022,1,1031,2018/5/8 15:00,1015,2018/5/7 15:00,1123.56,-381.03,95.25%,27.98%,23.22%
982,Ama_CL,多头,880553,2018/5/7 10:30,1160,2018/5/10 10:30,1188,1,1188,2018/5/10 10:30,1160,2018/5/7 10:30,2468.24,-371.2,100.00%,98.22%,98.22%
983,Ama_CL,多头,880432,2018/5/8 14:00,1710,2018/5/10 11:30,1703,1,1712,2018/5/10 10:30,1701,2018/5/9 15:00,0,-1470.72,-60.30%,-55.30%,-215.60%
984,Ama_CL,多头,880550,2018/5/9 10:30,2272,2018/5/10 14:00,2254,1,2278,2018/5/10 10:30,2251,2018/5/10 11:30,0,-2867.6,-8.16%,-18.97%,-127.13%
985,Ama_CL,多头,880910,2018/4/25 15:00,1386,2018/5/10 15:00,1423,1,1462,2018/5/10 10:30,1375,2018/4/26 15:00,7107.38,-1501.82,87.00%,52.79%,39.79%
986,Ama_CL,多头,880594,2018/5/8 15:00,1630,2018/5/10 15:00,1626,1,1634,2018/5/10 10:30,1624,2018/5/9 15:00,0,-1122.64,-15.81%,-61.08%,-176.88%
987,Ama_CL,多头,880946,2018/5/8 15:00,833,2018/5/11 10:30,830,1,837,2018/5/9 10:30,820,2018/5/10 15:00,152.77,-1565.48,10.49%,50.62%,-38.88%
988,Ama_CL,多头,880961,2018/5/8 14:00,1007,2018/5/11 10:30,1012,1,1013,2018/5/10 10:30,1001,2018/5/9 15:00,297.77,-887.33,34.44%,86.03%,20.47%
989,Ama_CL,多头,880954,2018/5/8 11:30,1039,2018/5/11 10:30,1043,1,1052,2018/5/9 10:30,1032,2018/5/10 15:00,925.5,-1014.39,57.50%,46.66%,4.16%
990,Ama_CL,多头,880437,2018/5/7 15:00,1015,2018/5/11 14:00,1027,1,1034,2018/5/11 10:30,1015,2018/5/7 15:00,1525.24,-324.8,100.00%,57.26%,57.26%
991,Ama_CL,多头,880424,2018/5/4 10:30,1879,2018/5/11 15:00,1943,1,1967,2018/5/10 15:00,1872,2018/5/4 15:00,8205.61,-1320.13,91.92%,72.92%,64.84%
992,Ama_CL,多头,880575,2018/5/9 14:00,1504,2018/5/11 15:00,1511,1,1519,2018/5/10 10:30,1498,2018/5/9 15:00,1004.34,-1105.28,61.60%,51.74%,13.35%
993,Ama_CL,多头,880431,2018/5/9 10:30,621,2018/5/14 10:30,619,1,621,2018/5/9 10:30,609,2018/5/11 15:00,0,-1424.76,-19.27%,80.64%,-38.63%
994,Ama_CL,多头,880549,2018/5/7 14:00,1048,2018/5/14 10:30,1065,1,1088,2018/5/10 10:30,1044,2018/5/8 14:00,3612.31,-762.68,89.39%,44.31%,33.70%
995,Ama_CL,多头,880571,2018/5/4 14:00,1713,2018/5/14 11:30,1732,1,1754,2018/5/10 10:30,1705,2018/5/4 15:00,3523.32,-1329.91,81.79%,49.52%,31.31%
996,Ama_CL,多头,880529,2018/5/9 10:30,5043,2018/5/14 11:30,5028,1,5094,2018/5/11 10:30,4998,2018/5/14 10:30,3456.1,-6092.57,43.48%,17.38%,-39.14%
997,Ama_CL,多头,880597,2018/4/26 10:30,1495,2018/5/14 14:00,1581,1,1619,2018/5/11 10:30,1483,2018/4/26 15:00,11949.68,-1710.43,90.63%,70.86%,61.49%
998,Ama_CL,多头,880600,2018/5/8 15:00,891,2018/5/14 14:00,901,1,919,2018/5/10 10:30,891,2018/5/8 15:00,2491.43,-285.12,100.00%,28.63%,28.63%
999,Ama_CL,多头,880520,2018/5/7 15:00,1158,2018/5/14 14:00,1154,1,1170,2018/5/10 15:00,1153,2018/5/8 11:30,857.47,-884.74,62.44%,-18.50%,-56.06%
1000,Ama_CL,多头,880960,2018/4/26 10:30,991,2018/5/14 15:00,1051,1,1095,2018/5/11 10:30,974,2018/4/26 15:00,10086.21,-2002.42,85.64%,62.53%,48.17%
1001,Ama_CL,多头,880330,2018/5/7 11:30,1512,2018/5/15 11:30,1533,1,1549,2018/5/11 14:00,1512,2018/5/7 11:30,3203.26,-483.84,100.00%,50.35%,50.35%
1002,Ama_CL,多头,880406,2018/5/8 11:30,1138,2018/5/15 11:30,1136,1,1148,2018/5/11 10:30,1131,2018/5/14 10:30,656.2,-1082,47.68%,11.36%,-40.97%
1003,Ama_CL,多头,880572,2018/5/7 11:30,1469,2018/5/15 11:30,1486,1,1499,2018/5/11 10:30,1469,2018/5/7 11:30,2556.08,-470.08,100.00%,48.01%,48.01%
1004,Ama_CL,多头,880583,2018/5/10 15:00,1981,2018/5/15 14:00,1953,1,1994,2018/5/11 10:30,1953,2018/5/10 15:00,675.98,-3429.44,19.42%,-17.96%,-98.53%
1005,Ama_CL,多头,880446,2018/5/8 14:00,983,2018/5/15 15:00,981,1,987,2018/5/11 10:30,974,2018/5/14 15:00,57.84,-1177.18,6.27%,38.03%,-55.70%
1006,Ama_CL,多头,880951,2018/5/8 11:30,915,2018/5/15 15:00,929,1,937,2018/5/14 11:30,915,2018/5/8 11:30,1865.74,-292.8,100.00%,59.22%,59.22%
1007,Ama_CL,多头,880565,2018/5/9 11:30,5787,2018/5/15 15:00,5737,1,5827,2018/5/11 10:30,5650,2018/5/14 15:00,2121.77,-15500.97,13.42%,43.31%,-43.28%
1008,Ama_CL,多头,880473,2018/5/14 14:00,1734,2018/5/16 10:30,1702,1,1734,2018/5/14 14:00,1702,2018/5/14 14:00,0,-3749.76,-20.94%,-20.55%,-141.49%
1009,Ama_CL,多头,880414,2018/5/11 11:30,966,2018/5/16 11:30,958,1,967,2018/5/11 14:00,952,2018/5/15 14:00,0,-1687.91,-13.21%,22.54%,-90.67%
1010,Ama_CL,多头,880853,2018/5/9 15:00,753,2018/5/16 15:00,752,1,760,2018/5/14 10:30,749,2018/5/16 11:30,494.86,-609.37,57.25%,3.33%,-39.42%
1011,Ama_CL,多头,880471,2018/5/14 14:00,1835,2018/5/16 15:00,1801,1,1835,2018/5/14 14:00,1801,2018/5/14 14:00,0,-3981.76,-20.84%,-20.45%,-141.29%
1012,Ama_CL,多头,880829,2018/5/9 11:30,1568,2018/5/17 11:30,1561,1,1587,2018/5/14 10:30,1558,2018/5/17 10:30,1370.24,-1545.09,56.69%,-6.37%,-49.68%
1013,Ama_CL,多头,880505,2018/5/11 15:00,532,2018/5/17 14:00,524,1,537,2018/5/14 11:30,524,2018/5/11 15:00,307.99,-968.96,27.77%,-15.12%,-87.35%
1014,Ama_CL,多头,880448,2018/5/9 14:00,3017,2018/5/17 14:00,3076,1,3115,2018/5/16 11:30,2993,2018/5/9 15:00,8814.89,-3397.55,78.32%,65.44%,43.76%
1015,Ama_CL,多头,880845,2018/5/8 15:00,2585,2018/5/17 15:00,2575,1,2620,2018/5/15 10:30,2571,2018/5/9 15:00,2637.25,-2230.96,65.19%,-10.32%,-45.13%
1016,Ama_CL,多头,880928,2018/5/2 14:00,1328,2018/5/17 15:00,1432,1,1472,2018/5/16 14:00,1306,2018/5/3 11:30,13978.96,-2640.4,86.28%,75.18%,61.47%
1017,Ama_CL,多头,880826,2018/5/9 15:00,1575,2018/5/18 10:30,1568,1,1599,2018/5/14 10:30,1567,2018/5/17 15:00,1927.1,-1317.7,70.24%,-14.09%,-43.85%
1018,Ama_CL,多头,880597,2018/5/16 14:00,1639,2018/5/18 14:00,1629,1,1650,2018/5/16 15:00,1620,2018/5/18 10:30,619.69,-2448.4,24.30%,15.97%,-59.73%
1019,Ama_CL,多头,880536,2018/4/20 11:30,987,2018/5/18 14:00,983,1,1026,2018/5/15 15:00,954,2018/4/23 15:00,3614.86,-3573.62,52.52%,37.09%,-10.39%
1020,Ama_CL,多头,880920,2018/5/7 10:30,1631,2018/5/18 15:00,1663,1,1713,2018/5/11 10:30,1631,2018/5/7 10:30,7649.98,-521.92,100.00%,34.94%,34.94%
1021,Ama_CL,多头,880372,2018/5/9 10:30,1887,2018/5/21 10:30,1979,1,2015,2018/5/16 14:00,1876,2018/5/9 15:00,12191.65,-1676.12,91.89%,72.79%,64.68%
1022,Ama_CL,多头,880902,2018/5/10 11:30,1895,2018/5/21 10:30,1918,1,1932,2018/5/14 11:30,1877,2018/5/10 15:00,3069.7,-2385.54,63.23%,71.58%,34.81%
1023,Ama_CL,多头,880581,2018/5/9 14:00,1935,2018/5/21 10:30,1955,1,1956,2018/5/21 10:30,1910,2018/5/14 15:00,1439.5,-3115.2,36.50%,98.43%,34.93%
1024,Ama_CL,多头,880591,2018/5/8 10:30,1887,2018/5/21 10:30,1918,1,1923,2018/5/16 14:00,1877,2018/5/18 14:00,2963.44,-1570.3,75.35%,87.99%,63.34%
1025,Ama_CL,多头,880847,2018/5/10 10:30,1962,2018/5/21 10:30,1999,1,1999,2018/5/21 10:30,1949,2018/5/18 10:30,3106.18,-1936.74,70.29%,99.10%,69.38%
1026,Ama_CL,多头,880883,2018/5/9 15:00,1104,2018/5/21 10:30,1124,1,1124,2018/5/21 10:30,1099,2018/5/18 10:30,1672.47,-883.44,75.87%,98.69%,74.56%
1027,Ama_CL,多头,880835,2018/5/9 11:30,1682,2018/5/21 10:30,1732,1,1741,2018/5/16 11:30,1675,2018/5/9 15:00,5338.34,-1212.16,88.76%,85.29%,74.05%
1028,Ama_CL,多头,880534,2018/5/10 10:30,1423,2018/5/21 10:30,1457,1,1464,2018/5/14 11:30,1416,2018/5/10 15:00,3628.1,-1198.16,82.96%,84.25%,67.21%
1029,Ama_CL,多头,880513,2018/5/8 14:00,1350,2018/5/21 10:30,1362,1,1370,2018/5/16 14:00,1342,2018/5/15 11:30,1566.8,-1234.71,66.05%,66.24%,32.30%
1030,Ama_CL,多头,880909,2018/5/14 10:30,1111,2018/5/21 11:30,1137,1,1138,2018/5/21 11:30,1107,2018/5/18 14:00,2296.24,-776.84,84.45%,97.94%,82.40%
1031,Ama_CL,多头,880390,2018/5/9 15:00,1557,2018/5/21 11:30,1596,1,1598,2018/5/21 10:30,1556,2018/5/9 15:00,3566.25,-624.04,96.58%,95.38%,91.96%
1032,Ama_CL,多头,880574,2018/5/10 10:30,2144,2018/5/21 11:30,2194,1,2194,2018/5/21 10:30,2112,2018/5/18 14:00,4353.84,-3889.96,57.53%,99.37%,56.90%
1033,Ama_CL,多头,880539,2018/5/10 10:30,1800,2018/5/21 11:30,1812,1,1816,2018/5/16 14:00,1776,2018/5/18 10:30,996.48,-2972.16,29.31%,88.99%,18.29%
1034,Ama_CL,多头,880350,2018/5/9 11:30,1350,2018/5/21 14:00,1372,1,1379,2018/5/21 10:30,1341,2018/5/18 10:30,2505.29,-1288.63,74.46%,77.98%,52.44%
1035,Ama_CL,多头,880895,2018/5/21 11:30,997,2018/5/22 10:30,994,1,998,2018/5/21 14:00,993,2018/5/21 15:00,0,-713.41,-105.62%,-115.86%,-321.49%
1036,Ama_CL,多头,880575,2018/5/21 15:00,1532,2018/5/22 15:00,1531,1,1534,2018/5/22 14:00,1526,2018/5/22 11:30,0,-1044.35,-145.54%,-15.10%,-260.65%
1037,Ama_CL,多头,880301,2018/5/10 14:00,628,2018/5/23 10:30,617,1,647,2018/5/18 15:00,617,2018/5/10 14:00,1721.96,-1299.2,60.98%,-6.99%,-46.01%
1038,Ama_CL,多头,880853,2018/5/21 14:00,773,2018/5/23 10:30,759,1,774,2018/5/21 15:00,759,2018/5/21 14:00,0,-1645.12,-12.11%,-19.42%,-131.53%
1039,Ama_CL,多头,880553,2018/5/18 15:00,1207,2018/5/23 11:30,1226,1,1239,2018/5/22 10:30,1207,2018/5/18 15:00,2828.61,-386.24,100.00%,53.41%,53.41%
1040,Ama_CL,多头,880452,2018/5/22 10:30,1248,2018/5/23 14:00,1231,1,1256,2018/5/22 15:00,1231,2018/5/22 10:30,411.34,-2096.64,19.46%,-18.63%,-99.18%
1041,Ama_CL,多头,880600,2018/5/18 14:00,943,2018/5/23 14:00,951,1,981,2018/5/22 10:30,943,2018/5/18 14:00,3493.16,-301.76,100.00%,14.23%,14.23%
1042,Ama_CL,多头,880910,2018/5/18 10:30,1467,2018/5/23 15:00,1506,1,1551,2018/5/22 10:30,1466,2018/5/18 11:30,7932.1,-579.26,98.63%,43.95%,42.58%
1043,Ama_CL,多头,880533,2018/5/22 11:30,1364,2018/5/23 15:00,1371,1,1377,2018/5/23 14:00,1364,2018/5/22 11:30,861.44,-436.48,100.00%,30.46%,30.46%
1044,Ama_CL,多头,880390,2018/5/22 14:00,1593,2018/5/24 10:30,1578,1,1612,2018/5/23 10:30,1578,2018/5/22 14:00,1399.18,-2007.36,48.22%,-17.40%,-69.18%
1045,Ama_CL,多头,880351,2018/5/7 15:00,1377,2018/5/24 10:30,1404,1,1448,2018/5/15 15:00,1374,2018/5/8 11:30,6644.01,-787.08,95.03%,37.22%,32.25%
1046,Ama_CL,多头,880549,2018/5/17 14:00,1091,2018/5/24 10:30,1128,1,1165,2018/5/21 10:30,1081,2018/5/17 15:00,7068.99,-1389.45,87.14%,54.10%,41.23%
1047,Ama_CL,多头,880330,2018/5/18 11:30,1594,2018/5/24 11:30,1583,1,1662,2018/5/22 10:30,1581,2018/5/24 10:30,6247.1,-1782.04,83.04%,-4.42%,-21.38%
1048,Ama_CL,多头,880847,2018/5/22 11:30,1983,2018/5/24 14:00,1947,1,1991,2018/5/22 15:00,1942,2018/5/24 10:30,114.24,-4776.92,2.68%,-1.71%,-99.04%
1049,Ama_CL,多头,880961,2018/5/22 11:30,1001,2018/5/24 14:00,997,1,1013,2018/5/23 10:30,994,2018/5/24 11:30,904.72,-1001.23,56.98%,-2.30%,-45.33%
1050,Ama_CL,多头,880455,2018/5/21 14:00,884,2018/5/24 15:00,884,1,913,2018/5/22 14:00,882,2018/5/22 10:30,2573.54,-454.6,93.73%,-4.03%,-10.30%
1051,Ama_CL,多头,880584,2018/5/10 10:30,1579,2018/5/24 15:00,1574,1,1605,2018/5/21 15:00,1555,2018/5/14 10:30,2084.56,-2898.44,46.47%,31.13%,-22.39%
1052,Ama_CL,多头,880587,2018/5/8 14:00,2157,2018/5/25 10:30,2210,1,2260,2018/5/21 15:00,2144,2018/5/14 15:00,9599.28,-1954.2,88.33%,54.01%,42.34%
1053,Ama_CL,多头,880857,2018/5/10 14:00,918,2018/5/25 10:30,910,1,931,2018/5/21 15:00,909,2018/5/18 10:30,1006.16,-1157.38,53.73%,-12.07%,-58.34%
1054,Ama_CL,多头,880506,2018/5/23 11:30,1446,2018/5/25 11:30,1411,1,1448,2018/5/23 14:00,1411,2018/5/23 11:30,0,-3957.12,-7.35%,-13.83%,-121.18%
1055,Ama_CL,多头,880335,2018/5/8 11:30,1188,2018/5/25 14:00,1208,1,1244,2018/5/21 15:00,1185,2018/5/14 15:00,5240.83,-700.65,94.22%,34.84%,29.06%
1056,Ama_CL,多头,880380,2018/5/7 10:30,2665,2018/5/25 14:00,2886,1,2971,2018/5/16 14:00,2665,2018/5/7 10:30,29679.28,-852.8,100.00%,71.47%,71.47%
1057,Ama_CL,多头,880529,2018/5/22 10:30,5260,2018/5/25 14:00,5385,1,5427,2018/5/23 10:30,5260,2018/5/22 10:30,14950.15,-1683.2,100.00%,72.22%,72.22%
1058,Ama_CL,多头,880489,2018/5/24 11:30,1477,2018/5/28 10:30,1435,1,1481,2018/5/24 14:00,1435,2018/5/24 11:30,0,-4665.92,-2.54%,-11.19%,-113.73%
1059,Ama_CL,多头,880920,2018/5/25 11:30,1715,2018/5/28 10:30,1697,1,1715,2018/5/25 11:30,1697,2018/5/25 11:30,0,-2345.92,-43.76%,-43.30%,-187.06%
1060,Ama_CL,多头,880591,2018/5/22 15:00,1917,2018/5/28 10:30,1899,1,1926,2018/5/23 10:30,1886,2018/5/25 15:00,293.11,-3711.48,8.62%,20.51%,-70.88%
1061,Ama_CL,多头,880842,2018/5/9 14:00,2743,2018/5/28 11:30,2748,1,2842,2018/5/22 15:00,2723,2018/5/28 10:30,9002.41,-2831.64,82.12%,14.43%,-3.45%
1062,Ama_CL,多头,880540,2018/5/11 11:30,1355,2018/5/28 14:00,1371,1,1392,2018/5/23 11:30,1347,2018/5/11 15:00,3291.44,-1204.36,80.98%,47.66%,28.63%
1063,Ama_CL,多头,880569,2018/5/14 11:30,2267,2018/5/28 14:00,2261,1,2319,2018/5/22 15:00,2227,2018/5/28 10:30,4485.2,-4721.04,52.81%,31.60%,-15.59%
1064,Ama_CL,多头,880913,2018/4/26 15:00,1624,2018/5/28 15:00,1744,1,1770,2018/5/23 10:30,1609,2018/5/3 11:30,14013.04,-1991.32,90.47%,83.52%,73.99%
1065,Ama_CL,多头,880310,2018/5/9 10:30,894,2018/5/29 10:30,905,1,959,2018/5/21 10:30,892,2018/5/28 10:30,6175.56,-522.7,96.30%,16.37%,12.66%
1066,Ama_CL,多头,880944,2018/5/14 15:00,940,2018/5/29 10:30,937,1,970,2018/5/23 11:30,935,2018/5/17 15:00,2669.44,-819.97,83.67%,-2.49%,-18.82%
