#,公式应用,类型,商品,建仓时间,建仓价格,平仓时间,平仓价格,数量,交易成本,净利,累计净利,收益率,累计收益率
803,Ama_CL,多头,880587,2018/2/23 15:00,2159,2018/3/6 14:00,2176,1,693.6,1006.4,2183176.96,0.47%,1349.30%
804,Ama_CL,多头,880584,2018/2/23 14:00,1540,2018/3/6 15:00,1589,1,500.64,4399.36,2187576.32,2.86%,1352.16%
805,Ama_CL,多头,880431,2018/2/27 11:30,716,2018/3/7 10:30,727,1,230.88,869.12,2188445.44,1.21%,1353.37%
806,Ama_CL,多头,880351,2018/2/14 10:30,1318,2018/3/7 10:30,1364,1,429.12,4170.88,2192616.32,3.16%,1356.54%
807,Ama_CL,多头,880547,2018/2/22 14:00,1732,2018/3/7 11:30,1898,1,580.8,16019.2,2208635.52,9.25%,1365.79%
808,Ama_CL,多头,880418,2018/2/26 15:00,1412,2018/3/7 14:00,1444,1,456.96,2743.04,2211378.56,1.94%,1367.73%
809,Ama_CL,多头,880324,2018/2/28 10:30,704,2018/3/7 14:00,723,1,228.32,1671.68,2213050.24,2.37%,1370.10%
810,Ama_CL,多头,880954,2018/2/14 15:00,922,2018/3/7 14:00,1030,1,312.32,10487.68,2223537.92,11.37%,1381.48%
811,Ama_CL,多头,880590,2018/2/28 10:30,1698,2018/3/7 15:00,1721,1,547.04,1752.96,2225290.88,1.03%,1382.51%
812,Ama_CL,多头,880949,2018/2/23 15:00,822,2018/3/8 10:30,881,1,272.48,5627.52,2230918.4,6.85%,1389.36%
813,Ama_CL,多头,880952,2018/2/26 14:00,974,2018/3/8 11:30,1031,1,320.8,5379.2,2236297.6,5.52%,1394.88%
814,Ama_CL,多头,880558,2018/2/28 10:30,1626,2018/3/8 14:00,1667,1,526.88,3573.12,2239870.72,2.20%,1397.08%
815,Ama_CL,多头,880432,2018/3/7 14:00,1847,2018/3/8 14:00,1837,1,589.44,-1589.44,2238281.28,-0.86%,1396.22%
816,Ama_CL,多头,880546,2018/2/14 11:30,1768,2018/3/9 10:30,1930,1,591.68,15608.32,2253889.6,8.83%,1405.05%
817,Ama_CL,多头,880943,2018/2/14 10:30,966,2018/3/9 11:30,1096,1,329.92,12670.08,2266559.68,13.12%,1418.16%
818,Ama_CL,多头,880901,2018/2/23 15:00,2035,2018/3/9 11:30,2219,1,680.64,17719.36,2284279.04,8.71%,1426.87%
819,Ama_CL,多头,880904,2018/2/14 14:00,2492,2018/3/9 11:30,2747,1,838.24,24661.76,2308940.8,9.90%,1436.76%
820,Ama_CL,多头,880506,2018/2/23 14:00,1378,2018/3/9 15:00,1489,1,458.72,10641.28,2319582.08,7.72%,1444.49%
821,Ama_CL,多头,880350,2018/2/28 10:30,1456,2018/3/12 10:30,1475,1,468.96,1431.04,2321013.12,0.98%,1445.47%
822,Ama_CL,多头,880580,2018/3/12 11:30,3072,2018/3/13 10:30,3029,1,976.16,-5276.16,2315736.96,-1.72%,1443.75%
823,Ama_CL,多头,880546,2018/3/13 10:30,2000,2018/3/13 15:00,1978,1,636.48,-2836.48,2312900.48,-1.42%,1442.33%
824,Ama_CL,多头,880456,2018/3/12 10:30,2041,2018/3/13 15:00,2046,1,653.92,-153.92,2312746.56,-0.08%,1442.26%
825,Ama_CL,多头,880432,2018/3/12 14:00,1878,2018/3/14 10:30,1852,1,596.8,-3196.8,2309549.76,-1.70%,1440.56%
826,Ama_CL,多头,880418,2018/3/12 14:00,1488,2018/3/14 10:30,1476,1,474.24,-1674.24,2307875.52,-1.13%,1439.43%
827,Ama_CL,多头,880597,2018/2/23 15:00,1390,2018/3/14 11:30,1473,1,458.08,7841.92,2315717.44,5.64%,1445.07%
828,Ama_CL,多头,880553,2018/3/9 10:30,1286,2018/3/14 11:30,1295,1,412.96,487.04,2316204.48,0.38%,1445.45%
829,Ama_CL,多头,880507,2018/3/12 14:00,1175,2018/3/14 11:30,1162,1,373.92,-1673.92,2314530.56,-1.42%,1444.03%
830,Ama_CL,多头,880911,2018/3/12 10:30,1710,2018/3/14 14:00,1684,1,543.04,-3143.04,2311387.52,-1.84%,1442.19%
831,Ama_CL,多头,880571,2018/3/13 10:30,1757,2018/3/14 14:00,1749,1,560.96,-1360.96,2310026.56,-0.77%,1441.41%
832,Ama_CL,多头,880547,2018/3/12 14:00,1983,2018/3/14 14:00,1959,1,630.72,-3030.72,2306995.84,-1.53%,1439.89%
833,Ama_CL,多头,880552,2018/2/26 14:00,1538,2018/3/14 14:00,1615,1,504.48,7195.52,2314191.36,4.68%,1444.56%
834,Ama_CL,多头,880575,2018/3/12 11:30,1537,2018/3/14 14:00,1526,1,490.08,-1590.08,2312601.28,-1.03%,1443.53%
835,Ama_CL,多头,880533,2018/3/12 14:00,1359,2018/3/14 14:00,1341,1,432,-2232,2310369.28,-1.64%,1441.89%
836,Ama_CL,多头,880933,2018/2/26 15:00,992,2018/3/14 14:00,1104,1,335.36,10864.64,2321233.92,10.95%,1452.84%
837,Ama_CL,多头,880437,2018/2/23 11:30,969,2018/3/14 15:00,1040,1,321.44,6778.56,2328012.48,7.00%,1459.84%
838,Ama_CL,多头,880952,2018/3/9 15:00,1062,2018/3/14 15:00,1064,1,340.16,-140.16,2327872.32,-0.13%,1459.70%
839,Ama_CL,多头,880520,2018/3/12 10:30,1183,2018/3/14 15:00,1190,1,379.68,320.32,2328192.64,0.27%,1459.97%
840,Ama_CL,多头,880549,2018/3/12 14:00,1135,2018/3/14 15:00,1136,1,363.36,-263.36,2327929.28,-0.23%,1459.74%
841,Ama_CL,多头,880951,2018/2/22 14:00,940,2018/3/14 15:00,1009,1,311.84,6588.16,2334517.44,7.01%,1466.75%
842,Ama_CL,多头,880949,2018/3/9 15:00,918,2018/3/14 15:00,918,1,293.76,-293.76,2334223.68,-0.32%,1466.43%
843,Ama_CL,多头,880956,2018/3/12 14:00,1029,2018/3/14 15:00,1025,1,328.64,-728.64,2333495.04,-0.71%,1465.72%
844,Ama_CL,多头,880506,2018/3/12 15:00,1507,2018/3/14 15:00,1470,1,476.32,-4176.32,2329318.72,-2.77%,1462.95%
845,Ama_CL,多头,880560,2018/3/1 10:30,1136,2018/3/14 15:00,1163,1,367.84,2332.16,2331650.88,2.05%,1465.00%
846,Ama_CL,多头,880954,2018/3/9 15:00,1062,2018/3/14 15:00,1059,1,339.36,-639.36,2331011.52,-0.60%,1464.40%
847,Ama_CL,多头,880464,2018/2/27 11:30,2254,2018/3/14 15:00,2338,1,734.72,7665.28,2338676.8,3.40%,1467.80%
848,Ama_CL,多头,880421,2018/2/27 11:30,1343,2018/3/15 10:30,1405,1,439.68,5760.32,2344437.12,4.29%,1472.09%
849,Ama_CL,多头,880943,2018/3/12 10:30,1119,2018/3/15 10:30,1096,1,354.4,-2654.4,2341782.72,-2.37%,1469.72%
850,Ama_CL,多头,880901,2018/3/12 11:30,2305,2018/3/15 10:30,2231,1,725.76,-8125.76,2333656.96,-3.53%,1466.19%
851,Ama_CL,多头,880351,2018/3/13 14:00,1422,2018/3/15 10:30,1400,1,451.52,-2651.52,2331005.44,-1.86%,1464.33%
852,Ama_CL,多头,880577,2018/2/14 15:00,3594,2018/3/15 10:30,4013,1,1217.12,40682.88,2371688.32,11.32%,1475.65%
853,Ama_CL,多头,880807,2018/2/28 10:30,1239,2018/3/15 10:30,1254,1,398.88,1101.12,2372789.44,0.89%,1476.54%
854,Ama_CL,多头,880928,2018/2/22 15:00,1198,2018/3/15 10:30,1264,1,393.92,6206.08,2378995.52,5.18%,1481.72%
855,Ama_CL,多头,880529,2018/2/26 14:00,4670,2018/3/15 10:30,4964,1,1541.44,27858.56,2406854.08,5.97%,1487.68%
856,Ama_CL,多头,880930,2018/2/13 14:00,1272,2018/3/15 10:30,1406,1,428.48,12971.52,2419825.6,10.20%,1497.88%
857,Ama_CL,多头,880430,2018/2/27 10:30,1058,2018/3/15 11:30,1154,1,353.92,9246.08,2429071.68,8.74%,1506.62%
858,Ama_CL,多头,880920,2018/2/26 14:00,1441,2018/3/15 11:30,1511,1,472.32,6527.68,2435599.36,4.53%,1511.15%
859,Ama_CL,多头,880946,2018/2/23 10:30,716,2018/3/15 11:30,802,1,242.88,8357.12,2443956.48,11.67%,1522.82%
860,Ama_CL,多头,880557,2018/2/14 11:30,2051,2018/3/15 11:30,2267,1,690.88,20909.12,2464865.6,10.19%,1533.02%
861,Ama_CL,多头,880513,2018/2/23 14:00,1362,2018/3/15 11:30,1413,1,444,4656,2469521.6,3.42%,1536.44%
862,Ama_CL,多头,880540,2018/2/14 14:00,1298,2018/3/15 11:30,1390,1,430.08,8769.92,2478291.52,6.76%,1543.19%
863,Ama_CL,多头,880910,2018/3/13 10:30,1498,2018/3/15 14:00,1466,1,474.24,-3674.24,2474617.28,-2.45%,1540.74%
864,Ama_CL,多头,880400,2018/2/23 14:00,1827,2018/3/15 14:00,1943,1,603.2,10996.8,2485614.08,6.02%,1546.76%
865,Ama_CL,多头,880305,2018/2/27 15:00,1258,2018/3/15 14:00,1304,1,409.92,4190.08,2489804.16,3.33%,1550.09%
866,Ama_CL,多头,880446,2018/2/22 11:30,961,2018/3/15 14:00,1027,1,318.08,6281.92,2496086.08,6.54%,1556.63%
867,Ama_CL,多头,880582,2018/2/23 10:30,1251,2018/3/15 14:00,1316,1,410.72,6089.28,2502175.36,4.87%,1561.49%
868,Ama_CL,多头,880424,2018/3/7 11:30,1885,2018/3/15 14:00,1920,1,608.8,2891.2,2505066.56,1.53%,1563.03%
869,Ama_CL,多头,880544,2018/2/26 15:00,1662,2018/3/15 14:00,1711,1,539.68,4360.32,2509426.88,2.62%,1565.65%
870,Ama_CL,多头,880939,2018/2/27 11:30,478,2018/3/15 15:00,498,1,156.16,1843.84,2511270.72,3.86%,1569.51%
871,Ama_CL,多头,880587,2018/3/13 10:30,2235,2018/3/16 10:30,2210,1,711.2,-3211.2,2508059.52,-1.44%,1568.07%
872,Ama_CL,多头,880406,2018/2/23 14:00,1090,2018/3/16 10:30,1145,1,357.6,5142.4,2513201.92,4.72%,1572.79%
873,Ama_CL,多头,880599,2018/2/14 14:00,1585,2018/3/16 10:30,1680,1,522.4,8977.6,2522179.52,5.66%,1578.45%
874,Ama_CL,多头,880572,2018/2/22 15:00,1460,2018/3/16 10:30,1539,1,479.84,7420.16,2529599.68,5.08%,1583.54%
875,Ama_CL,多头,880568,2018/2/28 14:00,1587,2018/3/16 10:30,1612,1,511.84,1988.16,2531587.84,1.25%,1584.79%
876,Ama_CL,多头,880913,2018/2/27 10:30,1467,2018/3/16 11:30,1562,1,484.64,9015.36,2540603.2,6.15%,1590.93%
877,Ama_CL,多头,880490,2018/2/23 14:00,1472,2018/3/16 11:30,1598,1,491.2,12108.8,2552712,8.23%,1599.16%
878,Ama_CL,多头,880335,2018/2/23 15:00,1179,2018/3/16 11:30,1233,1,385.92,5014.08,2557726.08,4.25%,1603.41%
879,Ama_CL,多头,880440,2018/2/14 14:00,1270,2018/3/16 11:30,1394,1,426.24,11973.76,2569699.84,9.43%,1612.84%
880,Ama_CL,多头,880905,2018/2/26 10:30,1283,2018/3/16 11:30,1384,1,426.72,9673.28,2579373.12,7.54%,1620.38%
881,Ama_CL,多头,880585,2018/2/27 15:00,1295,2018/3/16 11:30,1315,1,417.6,1582.4,2580955.52,1.22%,1621.60%
882,Ama_CL,多头,880493,2018/2/26 14:00,1854,2018/3/16 14:00,2075,1,628.64,21471.36,2602426.88,11.58%,1633.18%
883,Ama_CL,多头,880583,2018/2/14 10:30,1846,2018/3/16 14:00,2051,1,623.52,19876.48,2622303.36,10.77%,1643.95%
884,Ama_CL,多头,880581,2018/2/14 14:00,1861,2018/3/16 14:00,1998,1,617.44,13082.56,2635385.92,7.03%,1650.98%
885,Ama_CL,多头,880591,2018/2/26 14:00,1947,2018/3/16 14:00,1973,1,627.2,1972.8,2637358.72,1.01%,1651.99%
886,Ama_CL,多头,880569,2018/2/23 14:00,2180,2018/3/16 14:00,2330,1,721.6,14278.4,2651637.12,6.55%,1658.54%
887,Ama_CL,多头,880489,2018/2/23 15:00,1217,2018/3/16 15:00,1349,1,410.56,12789.44,2664426.56,10.51%,1669.05%
888,Ama_CL,多头,880414,2018/2/27 15:00,1001,2018/3/16 15:00,1031,1,325.12,2674.88,2667101.44,2.67%,1671.73%
889,Ama_CL,多头,880944,2018/2/23 14:00,968,2018/3/16 15:00,1039,1,321.12,6778.88,2673880.32,7.00%,1678.73%
890,Ama_CL,多头,880390,2018/2/22 14:00,1603,2018/3/16 15:00,1704,1,529.12,9570.88,2683451.2,5.97%,1684.70%
891,Ama_CL,多头,880907,2018/2/22 11:30,1773,2018/3/16 15:00,1952,1,596,17304,2700755.2,9.76%,1694.46%
892,Ama_CL,多头,880545,2018/2/14 15:00,1871,2018/3/16 15:00,2149,1,643.2,27156.8,2727912,14.51%,1708.97%
893,Ama_CL,多头,880539,2018/2/22 10:30,1717,2018/3/16 15:00,1829,1,567.36,10632.64,2738544.64,6.19%,1715.17%
894,Ama_CL,多头,880530,2018/2/26 14:00,1313,2018/3/16 15:00,1415,1,436.48,9763.52,2748308.16,7.44%,1722.60%
895,Ama_CL,多头,880929,2018/2/23 14:00,1545,2018/3/19 10:30,1593,1,502.08,4297.92,2752606.08,2.78%,1725.38%
896,Ama_CL,多头,880904,2018/3/12 14:00,2838,2018/3/19 11:30,2795,1,901.28,-5201.28,2747404.8,-1.83%,1723.55%
897,Ama_CL,多头,880565,2018/2/27 14:00,5071,2018/3/19 11:30,5423,1,1679.04,33520.96,2780925.76,6.61%,1730.16%
898,Ama_CL,多头,880491,2018/2/26 11:30,1368,2018/3/19 14:00,1507,1,460,13440,2794365.76,9.82%,1739.99%
899,Ama_CL,多头,880902,2018/2/14 11:30,1826,2018/3/19 14:00,2025,1,616.16,19283.84,2813649.6,10.56%,1750.55%
900,Ama_CL,多头,880586,2018/2/27 15:00,1383,2018/3/19 14:00,1400,1,445.28,1254.72,2814904.32,0.91%,1751.45%
901,Ama_CL,多头,880909,2018/2/26 11:30,1144,2018/3/19 15:00,1182,1,372.16,3427.84,2818332.16,3.00%,1754.45%
902,Ama_CL,多头,880494,2018/3/1 10:30,3072,2018/3/19 15:00,3225,1,1007.52,14292.48,2832624.64,4.65%,1759.10%
903,Ama_CL,多头,880505,2018/2/23 11:30,545,2018/3/20 10:30,566,1,177.76,1922.24,2834546.88,3.53%,1762.63%
904,Ama_CL,多头,880945,2018/2/27 10:30,1281,2018/3/20 10:30,1254,1,405.6,-3105.6,2831441.28,-2.42%,1760.21%
905,Ama_CL,多头,880574,2018/2/23 14:00,2186,2018/3/20 10:30,2326,1,721.92,13278.08,2844719.36,6.07%,1766.28%
906,Ama_CL,多头,880536,2018/2/14 10:30,882,2018/3/20 10:30,960,1,294.72,7505.28,2852224.64,8.51%,1774.79%
907,Ama_CL,多头,880492,2018/2/26 10:30,1576,2018/3/20 11:30,1672,1,519.68,9080.32,2861304.96,5.76%,1780.55%
908,Ama_CL,多头,880534,2018/2/14 15:00,1405,2018/3/20 11:30,1520,1,468,11032,2872336.96,7.85%,1788.40%
909,Ama_CL,多头,880578,2018/2/26 14:00,2493,2018/3/20 11:30,2532,1,804,3096,2875432.96,1.24%,1789.64%
910,Ama_CL,多头,880584,2018/3/12 14:00,1630,2018/3/20 15:00,1609,1,518.24,-2618.24,2872814.72,-1.61%,1788.04%
911,Ama_CL,多头,880344,2018/2/28 10:30,1159,2018/3/20 15:00,1223,1,381.12,6018.88,2878833.6,5.19%,1793.23%
912,Ama_CL,多头,880589,2018/2/23 11:30,1757,2018/3/20 15:00,1844,1,576.16,8123.84,2886957.44,4.62%,1797.86%
913,Ama_CL,多头,880912,2018/2/28 10:30,1551,2018/3/21 10:30,1685,1,517.76,12882.24,2899839.68,8.31%,1806.16%
914,Ama_CL,多头,880941,2018/2/23 14:00,653,2018/3/21 10:30,679,1,213.12,2386.88,2902226.56,3.66%,1809.82%
915,Ama_CL,多头,880921,2018/2/27 14:00,1143,2018/3/21 10:30,1202,1,375.2,5524.8,2907751.36,4.83%,1814.65%
916,Ama_CL,多头,880598,2018/3/1 10:30,1036,2018/3/21 11:30,1111,1,343.52,7156.48,2914907.84,6.91%,1821.56%
917,Ama_CL,多头,880835,2018/3/13 14:00,1769,2018/3/21 11:30,1767,1,565.76,-765.76,2914142.08,-0.43%,1821.12%
918,Ama_CL,多头,880948,2018/2/26 15:00,846,2018/3/21 11:30,940,1,285.76,9114.24,2923256.32,10.77%,1831.90%
919,Ama_CL,多头,880942,2018/2/27 14:00,818,2018/3/21 14:00,850,1,266.88,2933.12,2926189.44,3.59%,1835.48%
920,Ama_CL,多头,880400,2018/3/21 14:00,2019,2018/3/21 15:00,2002,1,643.36,-2343.36,2923846.08,-1.16%,1834.32%
921,Ama_CL,多头,880557,2018/3/21 11:30,2367,2018/3/21 15:00,2345,1,753.92,-2953.92,2920892.16,-1.25%,1833.08%
922,Ama_CL,多头,880380,2018/3/19 10:30,2823,2018/3/22 10:30,2769,1,894.72,-6294.72,2914597.44,-2.23%,1830.85%
923,Ama_CL,多头,880913,2018/3/21 11:30,1609,2018/3/22 11:30,1580,1,510.24,-3410.24,2911187.2,-2.12%,1828.73%
924,Ama_CL,多头,880857,2018/2/28 10:30,919,2018/3/22 14:00,930,1,295.84,804.16,2911991.36,0.88%,1829.60%
925,Ama_CL,多头,880908,2018/2/26 15:00,1088,2018/3/22 15:00,1140,1,356.48,4843.52,2916834.88,4.45%,1834.05%
926,Ama_CL,多头,880928,2018/3/20 15:00,1316,2018/3/22 15:00,1299,1,418.4,-2118.4,2914716.48,-1.61%,1832.44%
927,Ama_CL,多头,880927,2018/2/26 14:00,1445,2018/3/26 11:30,1574,1,483.04,12416.96,2927133.44,8.59%,1841.04%
928,Ama_CL,多头,880430,2018/3/28 11:30,1252,2018/3/28 14:00,1245,1,399.52,-1099.52,2926033.92,-0.88%,1840.16%
929,Ama_CL,多头,880456,2018/3/28 10:30,1943,2018/3/29 15:00,1989,1,629.12,3970.88,2930004.8,2.04%,1842.20%
930,Ama_CL,多头,880476,2018/4/2 11:30,1417,2018/4/3 10:30,1397,1,450.24,-2450.24,2927554.56,-1.73%,1840.47%
931,Ama_CL,多头,880430,2018/4/2 11:30,1301,2018/4/3 10:30,1286,1,413.92,-1913.92,2925640.64,-1.47%,1839.00%
932,Ama_CL,多头,880351,2018/4/2 10:30,1393,2018/4/3 10:30,1364,1,441.12,-3341.12,2922299.52,-2.40%,1836.60%
933,Ama_CL,多头,880520,2018/4/2 14:00,1181,2018/4/3 10:30,1162,1,374.88,-2274.88,2920024.64,-1.93%,1834.68%
934,Ama_CL,多头,880956,2018/3/29 11:30,985,2018/4/3 14:00,1014,1,319.84,2580.16,2922604.8,2.62%,1837.30%
935,Ama_CL,多头,880553,2018/4/2 15:00,1265,2018/4/3 14:00,1254,1,403.04,-1503.04,2921101.76,-1.19%,1836.11%
936,Ama_CL,多头,880575,2018/3/28 15:00,1448,2018/4/3 15:00,1481,1,468.64,2831.36,2923933.12,1.96%,1838.06%
937,Ama_CL,多头,880911,2018/4/3 10:30,1615,2018/4/4 10:30,1620,1,517.6,-17.6,2923915.52,-0.01%,1838.05%
938,Ama_CL,多头,880597,2018/3/28 11:30,1493,2018/4/4 10:30,1516,1,481.44,1818.56,2925734.08,1.22%,1839.27%
939,Ama_CL,多头,880547,2018/3/29 10:30,1982,2018/4/4 10:30,2088,1,651.2,9948.8,2935682.88,5.02%,1844.29%
940,Ama_CL,多头,880949,2018/3/28 10:30,891,2018/4/4 10:30,924,1,290.4,3009.6,2938692.48,3.38%,1847.67%
941,Ama_CL,多头,880580,2018/3/28 14:00,2924,2018/4/4 10:30,3039,1,954.08,10545.92,2949238.4,3.61%,1851.27%
942,Ama_CL,多头,880954,2018/3/28 14:00,1046,2018/4/4 10:30,1071,1,338.72,2161.28,2951399.68,2.07%,1853.34%
943,Ama_CL,多头,880421,2018/3/28 15:00,1360,2018/4/4 11:30,1383,1,438.88,1861.12,2953260.8,1.37%,1854.71%
944,Ama_CL,多头,880446,2018/3/29 11:30,1004,2018/4/4 14:00,1011,1,322.4,377.6,2953638.4,0.38%,1855.09%
945,Ama_CL,多头,880437,2018/3/28 15:00,994,2018/4/4 14:00,1026,1,323.2,2876.8,2956515.2,2.89%,1857.98%
946,Ama_CL,多头,880946,2018/3/28 10:30,789,2018/4/4 14:00,829,1,258.88,3741.12,2960256.32,4.74%,1862.72%
947,Ama_CL,多头,880513,2018/4/3 10:30,1345,2018/4/4 14:00,1358,1,432.48,867.52,2961123.84,0.64%,1863.37%
948,Ama_CL,多头,880507,2018/3/27 15:00,1160,2018/4/4 14:00,1209,1,379.04,4520.96,2965644.8,3.90%,1867.26%
949,Ama_CL,多头,880533,2018/3/28 10:30,1309,2018/4/4 14:00,1383,1,430.72,6969.28,2972614.08,5.32%,1872.59%
950,Ama_CL,多头,880493,2018/4/3 15:00,2157,2018/4/4 15:00,2135,1,686.72,-2886.72,2969727.36,-1.34%,1871.25%
951,Ama_CL,多头,880563,2018/3/29 15:00,2269,2018/4/4 15:00,2388,1,745.12,11154.88,2980882.24,4.92%,1876.17%
952,Ama_CL,多头,880534,2018/4/3 10:30,1455,2018/4/9 10:30,1437,1,462.72,-2262.72,2978619.52,-1.56%,1874.61%
953,Ama_CL,多头,880928,2018/3/27 15:00,1309,2018/4/9 14:00,1333,1,422.72,1977.28,2980596.8,1.51%,1876.12%
954,Ama_CL,多头,880578,2018/4/2 14:00,2559,2018/4/9 14:00,2510,1,811.04,-5711.04,2974885.76,-2.23%,1873.89%
955,Ama_CL,多头,880948,2018/4/3 10:30,949,2018/4/9 15:00,933,1,301.12,-1901.12,2972984.64,-2.00%,1871.89%
956,Ama_CL,多头,880335,2018/4/2 11:30,1211,2018/4/10 10:30,1192,1,384.48,-2284.48,2970700.16,-1.89%,1870.00%
957,Ama_CL,多头,880586,2018/4/9 11:30,1424,2018/4/10 10:30,1409,1,453.28,-1953.28,2968746.88,-1.37%,1868.63%
958,Ama_CL,多头,880807,2018/4/4 11:30,1235,2018/4/10 10:30,1217,1,392.32,-2192.32,2966554.56,-1.78%,1866.85%
959,Ama_CL,多头,880920,2018/4/3 10:30,1573,2018/4/11 10:30,1583,1,504.96,495.04,2967049.6,0.31%,1867.17%
960,Ama_CL,多头,880530,2018/4/3 15:00,1401,2018/4/11 10:30,1391,1,446.72,-1446.72,2965602.88,-1.03%,1866.13%
961,Ama_CL,多头,880506,2018/4/9 11:30,1412,2018/4/11 11:30,1435,1,455.52,1844.48,2967447.36,1.31%,1867.44%
962,Ama_CL,多头,880585,2018/4/9 11:30,1261,2018/4/11 14:00,1264,1,404,-104,2967343.36,-0.08%,1867.36%
963,Ama_CL,多头,880557,2018/4/3 15:00,2325,2018/4/16 10:30,2304,1,740.64,-2840.64,2964502.72,-1.22%,1866.14%
964,Ama_CL,多头,880521,2018/4/11 15:00,766,2018/4/16 10:30,772,1,246.08,353.92,2964856.64,0.46%,1866.60%
965,Ama_CL,多头,880549,2018/4/12 10:30,1101,2018/4/16 10:30,1086,1,349.92,-1849.92,2963006.72,-1.68%,1864.92%
966,Ama_CL,多头,880529,2018/3/28 14:00,4951,2018/4/16 11:30,5226,1,1628.32,25871.68,2988878.4,5.23%,1870.14%
967,Ama_CL,多头,880490,2018/4/4 15:00,1583,2018/4/17 10:30,1591,1,507.84,292.16,2989170.56,0.18%,1870.33%
968,Ama_CL,多头,880913,2018/3/29 10:30,1613,2018/4/17 11:30,1624,1,517.92,582.08,2989752.64,0.36%,1870.69%
969,Ama_CL,多头,880431,2018/3/29 15:00,639,2018/4/17 11:30,679,1,210.88,3789.12,2993541.76,5.93%,1876.62%
970,Ama_CL,多头,880569,2018/4/3 14:00,2332,2018/4/17 14:00,2266,1,735.68,-7335.68,2986206.08,-3.15%,1873.47%
971,Ama_CL,多头,880939,2018/4/3 15:00,524,2018/4/18 10:30,519,1,166.88,-666.88,2985539.2,-1.27%,1872.20%
972,Ama_CL,多头,880565,2018/3/30 10:30,5554,2018/4/19 10:30,5697,1,1800.16,12499.84,2998039.04,2.25%,1874.45%
973,Ama_CL,多头,880912,2018/3/29 14:00,1663,2018/4/19 15:00,1719,1,541.12,5058.88,3003097.92,3.04%,1877.49%
974,Ama_CL,多头,880355,2018/2/13 10:30,1300,2018/4/20 11:30,1501,1,448.16,19651.84,3022749.76,15.12%,1892.61%
975,Ama_CL,多头,880952,2018/4/19 11:30,1087,2018/4/23 11:30,1079,1,346.56,-1146.56,3021603.2,-1.05%,1891.56%
976,Ama_CL,多头,880546,2018/3/29 10:30,2008,2018/4/25 11:30,2182,1,670.4,16729.6,3038332.8,8.33%,1899.89%
977,Ama_CL,多头,880901,2018/3/30 15:00,2384,2018/4/25 11:30,2429,1,770.08,3729.92,3042062.72,1.56%,1901.45%
978,Ama_CL,多头,880489,2018/3/30 15:00,1435,2018/4/25 14:00,1467,1,464.32,2735.68,3044798.4,1.91%,1903.36%
979,Ama_CL,多头,880946,2018/4/25 15:00,820,2018/4/27 11:30,808,1,260.48,-1460.48,3043337.92,-1.78%,1901.58%
980,Ama_CL,多头,880545,2018/4/2 10:30,2268,2018/5/3 10:30,2197,1,714.4,-7814.4,3035523.52,-3.45%,1898.13%
981,Ama_CL,多头,880956,2018/5/7 14:00,1016,2018/5/10 10:30,1022,1,326.08,273.92,3035797.44,0.27%,1898.40%
982,Ama_CL,多头,880553,2018/5/7 10:30,1160,2018/5/10 10:30,1188,1,375.68,2424.32,3038221.76,2.09%,1900.49%
983,Ama_CL,多头,880432,2018/5/8 14:00,1710,2018/5/10 11:30,1703,1,546.08,-1246.08,3036975.68,-0.73%,1899.76%
984,Ama_CL,多头,880550,2018/5/9 10:30,2272,2018/5/10 14:00,2254,1,724.16,-2524.16,3034451.52,-1.11%,1898.65%
985,Ama_CL,多头,880910,2018/4/25 15:00,1386,2018/5/10 15:00,1423,1,449.44,3250.56,3037702.08,2.35%,1901.00%
986,Ama_CL,多头,880594,2018/5/8 15:00,1630,2018/5/10 15:00,1626,1,520.96,-920.96,3036781.12,-0.57%,1900.43%
987,Ama_CL,多头,880946,2018/5/8 15:00,833,2018/5/11 10:30,830,1,266.08,-566.08,3036215.04,-0.68%,1899.75%
988,Ama_CL,多头,880961,2018/5/8 14:00,1007,2018/5/11 10:30,1012,1,323.04,176.96,3036392,0.18%,1899.93%
989,Ama_CL,多头,880954,2018/5/8 11:30,1039,2018/5/11 10:30,1043,1,333.12,66.88,3036458.88,0.06%,1899.99%
990,Ama_CL,多头,880437,2018/5/7 15:00,1015,2018/5/11 14:00,1027,1,326.72,873.28,3037332.16,0.86%,1900.85%
991,Ama_CL,多头,880424,2018/5/4 10:30,1879,2018/5/11 15:00,1943,1,611.52,5788.48,3043120.64,3.08%,1903.93%
992,Ama_CL,多头,880575,2018/5/9 14:00,1504,2018/5/11 15:00,1511,1,482.4,217.6,3043338.24,0.14%,1904.08%
993,Ama_CL,多头,880431,2018/5/9 10:30,621,2018/5/14 10:30,619,1,198.4,-398.4,3042939.84,-0.64%,1903.44%
994,Ama_CL,多头,880549,2018/5/7 14:00,1048,2018/5/14 10:30,1065,1,338.08,1361.92,3044301.76,1.30%,1904.74%
995,Ama_CL,多头,880571,2018/5/4 14:00,1713,2018/5/14 11:30,1732,1,551.2,1348.8,3045650.56,0.79%,1905.52%
996,Ama_CL,多头,880529,2018/5/9 10:30,5043,2018/5/14 11:30,5028,1,1611.36,-3111.36,3042539.2,-0.62%,1904.91%
997,Ama_CL,多头,880597,2018/4/26 10:30,1495,2018/5/14 14:00,1581,1,492.16,8107.84,3050647.04,5.42%,1910.33%
998,Ama_CL,多头,880600,2018/5/8 15:00,891,2018/5/14 14:00,901,1,286.72,713.28,3051360.32,0.80%,1911.13%
