#,公式应用,类型,商品,建仓时间,建仓价格,平仓时间,平仓价格,数量,交易成本,净利,累计净利,收益率,累计收益率
408,Ama_CL,多头,880553,2017/9/4 11:30,1373,2017/9/7 15:00,1391,1,442.24,1357.76,837058.24,0.99%,574.07%
409,Ama_CL,多头,880330,2017/9/4 15:00,1371,2017/9/8 11:30,1365,1,437.76,-1037.76,836020.48,-0.76%,573.31%
410,Ama_CL,多头,880922,2017/8/31 11:30,1379,2017/9/8 11:30,1417,1,447.36,3352.64,839373.12,2.43%,575.74%
411,Ama_CL,多头,880547,2017/9/4 11:30,2106,2017/9/8 11:30,2106,1,673.92,-673.92,838699.2,-0.32%,575.42%
412,Ama_CL,多头,880577,2017/8/29 10:30,3864,2017/9/8 11:30,3988,1,1256.32,11143.68,849842.88,2.88%,578.30%
413,Ama_CL,多头,880533,2017/9/5 10:30,1530,2017/9/8 15:00,1537,1,490.72,209.28,850052.16,0.14%,578.44%
414,Ama_CL,多头,880946,2017/8/29 10:30,740,2017/9/11 10:30,774,1,242.24,3157.76,853209.92,4.27%,582.71%
415,Ama_CL,多头,880933,2017/9/4 10:30,1041,2017/9/11 14:00,1054,1,335.2,964.8,854174.72,0.93%,583.64%
416,Ama_CL,多头,880948,2017/8/16 11:30,921,2017/9/12 10:30,993,1,306.24,6893.76,861068.48,7.49%,591.12%
417,Ama_CL,多头,880489,2017/9/4 14:00,1504,2017/9/12 11:30,1493,1,479.52,-1579.52,859488.96,-1.05%,590.07%
418,Ama_CL,多头,880310,2017/8/29 10:30,885,2017/9/12 11:30,871,1,280.96,-1680.96,857808,-1.90%,588.17%
419,Ama_CL,多头,880301,2017/8/29 15:00,679,2017/9/12 11:30,743,1,227.52,6172.48,863980.48,9.09%,597.26%
420,Ama_CL,多头,880913,2017/9/1 15:00,1598,2017/9/12 15:00,1624,1,515.52,2084.48,866064.96,1.30%,598.57%
421,Ama_CL,多头,880598,2017/9/5 11:30,1210,2017/9/12 15:00,1223,1,389.28,910.72,866975.68,0.75%,599.32%
422,Ama_CL,多头,880549,2017/8/29 10:30,1252,2017/9/13 10:30,1263,1,402.4,697.6,867673.28,0.56%,599.88%
423,Ama_CL,多头,880520,2017/9/6 14:00,1363,2017/9/13 11:30,1372,1,437.6,462.4,868135.68,0.34%,600.22%
424,Ama_CL,多头,880951,2017/9/5 15:00,1032,2017/9/13 11:30,1072,1,336.64,3663.36,871799.04,3.55%,603.77%
425,Ama_CL,多头,880599,2017/8/15 10:30,1603,2017/9/14 11:30,1599,1,512.32,-912.32,870886.72,-0.57%,603.20%
426,Ama_CL,多头,880571,2017/9/11 11:30,1927,2017/9/14 15:00,1965,1,622.72,3177.28,874064,1.65%,604.84%
427,Ama_CL,多头,880546,2017/8/7 11:30,2016,2017/9/15 10:30,2162,1,668.48,13931.52,887995.52,6.91%,611.76%
428,Ama_CL,多头,880902,2017/8/22 15:00,2075,2017/9/15 10:30,2263,1,694.08,18105.92,906101.44,8.73%,620.48%
429,Ama_CL,多头,880351,2017/8/29 14:00,1593,2017/9/15 10:30,1760,1,536.48,16163.52,922264.96,10.15%,630.63%
430,Ama_CL,多头,880589,2017/8/15 10:30,1591,2017/9/15 10:30,1655,1,519.36,5880.64,928145.6,3.70%,634.32%
431,Ama_CL,多头,880534,2017/8/31 15:00,1666,2017/9/15 10:30,1811,1,556.32,13943.68,942089.28,8.37%,642.69%
432,Ama_CL,多头,880930,2017/8/17 14:00,1443,2017/9/15 10:30,1518,1,473.76,7026.24,949115.52,4.87%,647.56%
433,Ama_CL,多头,880446,2017/8/29 14:00,1147,2017/9/15 11:30,1192,1,374.24,4125.76,953241.28,3.60%,651.16%
434,Ama_CL,多头,880421,2017/9/5 10:30,1667,2017/9/15 11:30,1686,1,536.48,1363.52,954604.8,0.82%,651.98%
435,Ama_CL,多头,880591,2017/8/29 15:00,2047,2017/9/15 14:00,2058,1,656.8,443.2,955048,0.22%,652.19%
436,Ama_CL,多头,880574,2017/7/28 11:30,2201,2017/9/15 14:00,2346,1,727.52,13772.48,968820.48,6.26%,658.45%
437,Ama_CL,多头,880904,2017/8/17 15:00,2526,2017/9/15 15:00,2616,1,822.72,8177.28,976997.76,3.24%,661.69%
438,Ama_CL,多头,880324,2017/9/1 15:00,825,2017/9/15 15:00,827,1,264.32,-64.32,976933.44,-0.08%,661.61%
439,Ama_CL,多头,880942,2017/8/17 11:30,905,2017/9/18 10:30,935,1,294.4,2705.6,979639.04,2.99%,664.60%
440,Ama_CL,多头,880945,2017/8/18 15:00,1190,2017/9/18 10:30,1202,1,382.72,817.28,980456.32,0.69%,665.29%
441,Ama_CL,多头,880583,2017/9/5 15:00,2236,2017/9/18 11:30,2386,1,739.52,14260.48,994716.8,6.38%,671.66%
442,Ama_CL,多头,880544,2017/9/5 14:00,1662,2017/9/18 11:30,1721,1,541.28,5358.72,1000075.52,3.22%,674.89%
443,Ama_CL,多头,880529,2017/8/17 10:30,4968,2017/9/18 11:30,5803,1,1723.36,81776.64,1081852.16,16.46%,691.35%
444,Ama_CL,多头,880505,2017/8/31 11:30,611,2017/9/18 14:00,644,1,200.8,3099.2,1084951.36,5.07%,696.42%
445,Ama_CL,多头,880584,2017/9/1 10:30,1809,2017/9/18 14:00,1926,1,597.6,11102.4,1096053.76,6.14%,702.56%
446,Ama_CL,多头,880944,2017/8/17 15:00,1069,2017/9/18 14:00,1114,1,349.28,4150.72,1100204.48,3.88%,706.44%
447,Ama_CL,多头,880350,2017/9/1 14:00,1489,2017/9/18 14:00,1544,1,485.28,5014.72,1105219.2,3.37%,709.81%
448,Ama_CL,多头,880535,2017/9/1 15:00,798,2017/9/18 14:00,796,1,255.04,-455.04,1104764.16,-0.57%,709.24%
449,Ama_CL,多头,880492,2017/8/16 14:00,1698,2017/9/18 15:00,1778,1,556.16,7443.84,1112208,4.38%,713.62%
450,Ama_CL,多头,880539,2017/7/28 10:30,1685,2017/9/18 15:00,1798,1,557.28,10742.72,1122950.72,6.38%,720.00%
451,Ama_CL,多头,880587,2017/9/4 15:00,2215,2017/9/19 11:30,2285,1,720,6280,1129230.72,2.84%,722.83%
452,Ama_CL,多头,880578,2017/8/16 11:30,2524,2017/9/19 11:30,2684,1,833.28,15166.72,1144397.44,6.01%,728.84%
453,Ama_CL,多头,880550,2017/9/15 14:00,2468,2017/9/19 14:00,2465,1,789.28,-1089.28,1143308.16,-0.44%,728.40%
454,Ama_CL,多头,880424,2017/9/4 14:00,1669,2017/9/19 15:00,1735,1,544.64,6055.36,1149363.52,3.63%,732.03%
455,Ama_CL,多头,880545,2017/8/16 11:30,2035,2017/9/19 15:00,2230,1,682.4,18817.6,1168181.12,9.25%,741.28%
456,Ama_CL,多头,880318,2017/7/5 11:30,874,2017/9/20 10:30,1010,1,301.44,13298.56,1181479.68,15.22%,756.49%
457,Ama_CL,多头,880912,2017/8/17 11:30,1715,2017/9/20 14:00,1795,1,561.6,7438.4,1188918.08,4.34%,760.83%
458,Ama_CL,多头,880907,2017/9/4 14:00,1798,2017/9/20 14:00,1863,1,585.76,5914.24,1194832.32,3.29%,764.12%
459,Ama_CL,多头,880540,2017/8/18 14:00,1435,2017/9/20 15:00,1480,1,466.4,4033.6,1198865.92,2.81%,766.93%
460,Ama_CL,多头,880372,2017/9/18 14:00,1779,2017/9/21 15:00,1781,1,569.6,-369.6,1198496.32,-0.21%,766.72%
461,Ama_CL,多头,880910,2017/9/1 15:00,1466,2017/9/22 10:30,1494,1,473.6,2326.4,1200822.72,1.59%,768.31%
462,Ama_CL,多头,880482,2017/8/22 11:30,1683,2017/9/22 10:30,1792,1,556,10344,1211166.72,6.15%,774.46%
463,Ama_CL,多头,880952,2017/9/20 15:00,1063,2017/9/22 10:30,1042,1,336.8,-2436.8,1208729.92,-2.29%,772.16%
464,Ama_CL,多头,880335,2017/9/1 14:00,1320,2017/9/22 14:00,1346,1,426.56,2173.44,1210903.36,1.65%,773.81%
465,Ama_CL,多头,880807,2017/9/4 11:30,1395,2017/9/22 15:00,1406,1,448.16,651.84,1211555.2,0.47%,774.28%
466,Ama_CL,多头,880842,2017/8/31 15:00,2698,2017/9/22 15:00,2760,1,873.28,5326.72,1216881.92,1.97%,776.25%
467,Ama_CL,多头,880513,2017/8/30 10:30,1389,2017/9/22 15:00,1429,1,450.88,3549.12,1220431.04,2.56%,778.81%
468,Ama_CL,多头,880901,2017/7/28 14:00,2101,2017/9/25 10:30,2266,1,698.72,15801.28,1236232.32,7.52%,786.33%
469,Ama_CL,多头,880581,2017/8/22 15:00,2193,2017/9/25 11:30,2282,1,716,8184,1244416.32,3.73%,790.06%
470,Ama_CL,多头,880909,2017/9/5 11:30,1309,2017/9/25 14:00,1404,1,434.08,9065.92,1253482.24,6.93%,796.99%
471,Ama_CL,多头,880939,2017/7/28 11:30,595,2017/9/25 14:00,633,1,196.48,3603.52,1257085.76,6.06%,803.04%
472,Ama_CL,多头,880536,2017/8/29 15:00,893,2017/9/25 14:00,948,1,294.56,5205.44,1262291.2,5.83%,808.87%
473,Ama_CL,多头,880440,2017/8/18 15:00,1579,2017/9/25 15:00,1622,1,512.16,3787.84,1266079.04,2.40%,811.27%
474,Ama_CL,多头,880586,2017/8/24 10:30,1573,2017/9/25 15:00,1635,1,513.28,5686.72,1271765.76,3.62%,814.88%
475,Ama_CL,多头,880572,2017/8/31 14:00,1539,2017/9/25 15:00,1587,1,500.16,4299.84,1276065.6,2.79%,817.68%
476,Ama_CL,多头,880569,2017/7/28 11:30,2331,2017/9/26 11:30,2521,1,776.32,18223.68,1294289.28,7.82%,825.50%
477,Ama_CL,多头,880491,2017/7/31 10:30,1199,2017/9/26 14:00,1374,1,411.68,17088.32,1311377.6,14.25%,839.75%
478,Ama_CL,多头,880835,2017/8/16 11:30,1402,2017/9/26 14:00,1457,1,457.44,5042.56,1316420.16,3.60%,843.35%
479,Ama_CL,多头,880355,2017/9/19 11:30,1422,2017/9/27 10:30,1408,1,452.8,-1852.8,1314567.36,-1.30%,842.04%
480,Ama_CL,多头,880920,2017/9/11 14:00,1401,2017/9/27 11:30,1409,1,449.6,350.4,1314917.76,0.25%,842.29%
481,Ama_CL,多头,880845,2017/9/26 15:00,2512,2017/10/9 10:30,2551,1,810.08,3089.92,1318007.68,1.23%,843.52%
482,Ama_CL,多头,880547,2017/10/9 11:30,2183,2017/10/11 15:00,2169,1,696.32,-2096.32,1315911.36,-0.96%,842.56%
483,Ama_CL,多头,880905,2017/9/4 11:30,1647,2017/10/12 11:30,1755,1,544.32,10255.68,1326167.04,6.23%,848.79%
484,Ama_CL,多头,880951,2017/10/9 11:30,1117,2017/10/12 11:30,1105,1,355.52,-1555.52,1324611.52,-1.39%,847.40%
485,Ama_CL,多头,880949,2017/10/10 10:30,1014,2017/10/12 11:30,1020,1,325.44,274.56,1324886.08,0.27%,847.67%
486,Ama_CL,多头,880580,2017/10/11 10:30,3241,2017/10/12 11:30,3242,1,1037.28,-937.28,1323948.8,-0.29%,847.38%
487,Ama_CL,多头,880533,2017/10/10 10:30,1555,2017/10/12 11:30,1567,1,499.52,700.48,1324649.28,0.45%,847.83%
488,Ama_CL,多头,880597,2017/10/10 14:00,1566,2017/10/12 15:00,1558,1,499.84,-1299.84,1323349.44,-0.83%,847.00%
489,Ama_CL,多头,880506,2017/9/25 15:00,1545,2017/10/12 15:00,1610,1,504.8,5995.2,1329344.64,3.88%,850.88%
490,Ama_CL,多头,880587,2017/9/29 11:30,2321,2017/10/13 10:30,2326,1,743.52,-243.52,1329101.12,-0.10%,850.77%
491,Ama_CL,多头,880418,2017/10/11 10:30,1596,2017/10/13 10:30,1598,1,511.04,-311.04,1328790.08,-0.19%,850.58%
492,Ama_CL,多头,880946,2017/10/10 10:30,790,2017/10/13 10:30,793,1,253.28,46.72,1328836.8,0.06%,850.64%
493,Ama_CL,多头,880933,2017/10/10 14:00,1092,2017/10/13 10:30,1084,1,348.16,-1148.16,1327688.64,-1.05%,849.59%
494,Ama_CL,多头,880513,2017/10/9 14:00,1458,2017/10/13 14:00,1454,1,465.92,-865.92,1326822.72,-0.59%,848.99%
495,Ama_CL,多头,880563,2017/10/9 14:00,2293,2017/10/13 15:00,2325,1,738.88,2461.12,1329283.84,1.07%,850.07%
496,Ama_CL,多头,880912,2017/10/11 10:30,1802,2017/10/16 10:30,1776,1,572.48,-3172.48,1326111.36,-1.76%,848.31%
497,Ama_CL,多头,880421,2017/10/10 14:00,1680,2017/10/16 10:30,1694,1,539.84,860.16,1326971.52,0.51%,848.82%
498,Ama_CL,多头,880578,2017/9/29 14:00,2704,2017/10/16 10:30,2724,1,868.48,1131.52,1328103.04,0.42%,849.24%
499,Ama_CL,多头,880928,2017/10/10 14:00,1319,2017/10/16 15:00,1312,1,420.96,-1120.96,1326982.08,-0.85%,848.39%
500,Ama_CL,多头,880546,2017/10/10 10:30,2240,2017/10/17 10:30,2213,1,712.48,-3412.48,1323569.6,-1.52%,846.86%
501,Ama_CL,多头,880372,2017/9/29 15:00,1833,2017/10/17 10:30,1846,1,588.64,711.36,1324280.96,0.39%,847.25%
502,Ama_CL,多头,880901,2017/10/11 10:30,2345,2017/10/17 10:30,2269,1,738.24,-8338.24,1315942.72,-3.56%,843.70%
503,Ama_CL,多头,880913,2017/10/10 14:00,1664,2017/10/17 11:30,1637,1,528.16,-3228.16,1312714.56,-1.94%,841.76%
504,Ama_CL,多头,880456,2017/10/16 11:30,2562,2017/10/17 14:00,2539,1,816.16,-3116.16,1309598.4,-1.22%,840.54%
505,Ama_CL,多头,880807,2017/10/11 10:30,1441,2017/10/17 14:00,1437,1,460.48,-860.48,1308737.92,-0.60%,839.94%
506,Ama_CL,多头,880540,2017/10/10 11:30,1497,2017/10/17 14:00,1481,1,476.48,-2076.48,1306661.44,-1.39%,838.55%
507,Ama_CL,多头,880529,2017/10/11 10:30,6162,2017/10/17 14:00,6115,1,1964.32,-6664.32,1299997.12,-1.08%,837.47%
508,Ama_CL,多头,880536,2017/10/12 11:30,967,2017/10/17 14:00,958,1,308,-1208,1298789.12,-1.25%,836.22%
509,Ama_CL,多头,880930,2017/10/10 11:30,1555,2017/10/17 14:00,1543,1,495.68,-1695.68,1297093.44,-1.09%,835.13%
510,Ama_CL,多头,880448,2017/10/10 10:30,2885,2017/10/17 15:00,3037,1,947.52,14252.48,1311345.92,4.94%,840.07%
511,Ama_CL,多头,880490,2017/9/5 14:00,1615,2017/10/18 10:30,1750,1,538.4,12961.6,1324307.52,8.03%,848.10%
512,Ama_CL,多头,880577,2017/10/9 15:00,3938,2017/10/18 10:30,4043,1,1276.96,9223.04,1333530.56,2.34%,850.44%
513,Ama_CL,多头,880400,2017/9/11 14:00,1820,2017/10/18 11:30,1902,1,595.52,7604.48,1341135.04,4.18%,854.62%
514,Ama_CL,多头,880942,2017/10/10 11:30,945,2017/10/18 11:30,954,1,303.84,596.16,1341731.2,0.63%,855.25%
515,Ama_CL,多头,880557,2017/8/15 14:00,2063,2017/10/18 11:30,2241,1,688.64,17111.36,1358842.56,8.29%,863.55%
516,Ama_CL,多头,880530,2017/9/5 11:30,1428,2017/10/18 11:30,1512,1,470.4,7929.6,1366772.16,5.55%,869.10%
517,Ama_CL,多头,880944,2017/10/9 11:30,1153,2017/10/18 14:00,1150,1,368.48,-668.48,1366103.68,-0.58%,868.52%
518,Ama_CL,多头,880921,2017/8/16 11:30,1134,2017/10/18 14:00,1211,1,375.2,7324.8,1373428.48,6.46%,874.98%
519,Ama_CL,多头,880585,2017/10/10 15:00,1582,2017/10/18 14:00,1621,1,512.48,3387.52,1376816,2.14%,877.12%
520,Ama_CL,多头,880406,2017/10/10 11:30,1250,2017/10/18 14:00,1263,1,402.08,897.92,1377713.92,0.72%,877.84%
521,Ama_CL,多头,880572,2017/10/9 14:00,1637,2017/10/18 14:00,1669,1,528.96,2671.04,1380384.96,1.63%,879.47%
522,Ama_CL,多头,880545,2017/10/9 10:30,2310,2017/10/18 14:00,2260,1,731.2,-5731.2,1374653.76,-2.48%,876.99%
523,Ama_CL,多头,880539,2017/10/10 14:00,1836,2017/10/18 14:00,1832,1,586.88,-986.88,1373666.88,-0.54%,876.45%
524,Ama_CL,多头,880489,2017/10/11 15:00,1508,2017/10/18 15:00,1488,1,479.36,-2479.36,1371187.52,-1.64%,874.81%
525,Ama_CL,多头,880390,2017/9/12 10:30,1735,2017/10/18 15:00,1814,1,567.84,7332.16,1378519.68,4.23%,879.03%
526,Ama_CL,多头,880943,2017/7/31 11:30,1029,2017/10/19 10:30,1157,1,349.76,12450.24,1390969.92,12.10%,891.13%
527,Ama_CL,多头,880355,2017/10/13 14:00,1493,2017/10/19 10:30,1466,1,473.44,-3173.44,1387796.48,-2.13%,889.01%
528,Ama_CL,多头,880929,2017/7/27 14:00,1268,2017/10/19 10:30,1423,1,430.56,15069.44,1402865.92,11.88%,900.89%
529,Ama_CL,多头,880464,2017/10/11 14:00,2543,2017/10/20 10:30,2611,1,824.64,5975.36,1408841.28,2.35%,903.24%
530,Ama_CL,多头,880581,2017/10/13 11:30,2335,2017/10/20 15:00,2345,1,748.8,251.2,1409092.48,0.11%,903.35%
531,Ama_CL,多头,880589,2017/9/28 10:30,1711,2017/10/23 10:30,1810,1,563.36,9336.64,1418429.12,5.46%,908.80%
532,Ama_CL,多头,880904,2017/10/9 15:00,2742,2017/10/23 11:30,2781,1,883.68,3016.32,1421445.44,1.10%,909.90%
533,Ama_CL,多头,880845,2017/10/10 10:30,2510,2017/10/24 10:30,2521,1,804.96,295.04,1421740.48,0.12%,910.02%
534,Ama_CL,多头,880928,2017/10/23 15:00,1354,2017/10/27 11:30,1369,1,435.68,1064.32,1422804.8,0.79%,910.81%
535,Ama_CL,多头,880476,2017/10/26 15:00,1671,2017/10/27 15:00,1654,1,532,-2232,1420572.8,-1.34%,909.47%
536,Ama_CL,多头,880351,2017/10/27 10:30,1566,2017/10/27 15:00,1542,1,497.28,-2897.28,1417675.52,-1.85%,907.62%
537,Ama_CL,多头,880400,2017/10/24 15:00,1953,2017/10/30 10:30,1937,1,622.4,-2222.4,1415453.12,-1.14%,906.48%
538,Ama_CL,多头,880923,2017/8/23 11:30,966,2017/10/30 10:30,1022,1,318.08,5281.92,1420735.04,5.47%,911.95%
539,Ama_CL,多头,880594,2017/10/26 14:00,1859,2017/10/30 10:30,1856,1,594.4,-894.4,1419840.64,-0.48%,911.47%
540,Ama_CL,多头,880910,2017/10/24 14:00,1535,2017/10/30 11:30,1512,1,487.52,-2787.52,1417053.12,-1.82%,909.66%
541,Ama_CL,多头,880424,2017/10/26 10:30,1746,2017/10/30 14:00,1753,1,559.84,140.16,1417193.28,0.08%,909.74%
542,Ama_CL,多头,880529,2017/10/27 10:30,6286,2017/10/30 15:00,6091,1,1980.32,-21480.32,1395712.96,-3.42%,906.32%
543,Ama_CL,多头,880599,2017/10/10 14:00,1635,2017/10/31 14:00,1683,1,530.88,4269.12,1399982.08,2.61%,908.93%
544,Ama_CL,多头,880920,2017/10/11 15:00,1479,2017/10/31 15:00,1524,1,480.48,4019.52,1404001.6,2.72%,911.65%
545,Ama_CL,多头,880927,2017/10/10 10:30,1428,2017/10/31 15:00,1492,1,467.2,5932.8,1409934.4,4.15%,915.80%
546,Ama_CL,多头,880557,2017/10/23 15:00,2306,2017/11/1 10:30,2315,1,739.36,160.64,1410095.04,0.07%,915.87%
547,Ama_CL,多头,880351,2017/11/1 11:30,1588,2017/11/2 10:30,1564,1,504.32,-2904.32,1407190.72,-1.83%,914.04%
548,Ama_CL,多头,880355,2017/10/27 14:00,1500,2017/11/2 11:30,1488,1,478.08,-1678.08,1405512.64,-1.12%,912.92%
549,Ama_CL,多头,880432,2017/10/25 10:30,1742,2017/11/2 15:00,1887,1,580.64,13919.36,1419432,7.99%,920.91%
550,Ama_CL,多头,880941,2017/9/6 11:30,583,2017/11/3 11:30,631,1,194.24,4605.76,1424037.76,7.90%,928.81%
551,Ama_CL,多头,880591,2017/10/13 14:00,2053,2017/11/6 14:00,2107,1,665.6,4734.4,1428772.16,2.31%,931.12%
552,Ama_CL,多头,880557,2017/11/8 14:00,2375,2017/11/8 15:00,2353,1,756.48,-2956.48,1425815.68,-1.24%,929.88%
553,Ama_CL,多头,880400,2017/11/8 15:00,1989,2017/11/9 10:30,1973,1,633.92,-2233.92,1423581.76,-1.12%,928.75%
554,Ama_CL,多头,880553,2017/11/8 10:30,1339,2017/11/10 14:00,1338,1,428.32,-528.32,1423053.44,-0.39%,928.36%
555,Ama_CL,多头,880507,2017/11/8 11:30,1314,2017/11/10 14:00,1320,1,421.44,178.56,1423232,0.14%,928.49%
556,Ama_CL,多头,880372,2017/11/7 15:00,1948,2017/11/10 15:00,1973,1,627.36,1872.64,1425104.64,0.96%,929.46%
557,Ama_CL,多头,880431,2017/11/7 10:30,809,2017/11/13 11:30,808,1,258.72,-358.72,1424745.92,-0.44%,929.01%
558,Ama_CL,多头,880549,2017/11/7 14:00,1252,2017/11/13 15:00,1249,1,400.16,-700.16,1424045.76,-0.56%,928.45%
559,Ama_CL,多头,880452,2017/11/10 10:30,1496,2017/11/14 10:30,1476,1,475.52,-2475.52,1421570.24,-1.65%,926.80%
560,Ama_CL,多头,880920,2017/11/13 10:30,1578,2017/11/14 10:30,1562,1,502.4,-2102.4,1419467.84,-1.33%,925.47%
561,Ama_CL,多头,880424,2017/11/10 11:30,1804,2017/11/14 14:00,1793,1,575.52,-1675.52,1417792.32,-0.93%,924.54%
562,Ama_CL,多头,880520,2017/11/8 15:00,1332,2017/11/14 14:00,1361,1,430.88,2469.12,1420261.44,1.85%,926.39%
563,Ama_CL,多头,880571,2017/11/14 10:30,1971,2017/11/14 15:00,1951,1,627.52,-2627.52,1417633.92,-1.33%,925.06%
564,Ama_CL,多头,880310,2017/10/20 14:00,879,2017/11/14 15:00,901,1,284.8,1915.2,1419549.12,2.18%,927.24%
565,Ama_CL,多头,880390,2017/11/13 14:00,1819,2017/11/14 15:00,1802,1,579.36,-2279.36,1417269.76,-1.25%,925.98%
566,Ama_CL,多头,880582,2017/11/10 14:00,1489,2017/11/14 15:00,1495,1,477.44,122.56,1417392.32,0.08%,926.07%
567,Ama_CL,多头,880534,2017/11/13 14:00,1754,2017/11/14 15:00,1732,1,557.76,-2757.76,1414634.56,-1.57%,924.49%
568,Ama_CL,多头,880951,2017/11/9 15:00,1087,2017/11/14 15:00,1107,1,351.04,1648.96,1416283.52,1.52%,926.01%
569,Ama_CL,多头,880448,2017/11/3 14:00,3157,2017/11/15 10:30,3313,1,1035.2,14564.8,1430848.32,4.61%,930.62%
570,Ama_CL,多头,880583,2017/11/10 14:00,2394,2017/11/15 10:30,2360,1,760.64,-4160.64,1426687.68,-1.74%,928.89%
571,Ama_CL,多头,880902,2017/11/9 14:00,2316,2017/11/15 10:30,2262,1,732.48,-6132.48,1420555.2,-2.65%,926.24%
572,Ama_CL,多头,880942,2017/11/10 11:30,983,2017/11/15 11:30,969,1,312.32,-1712.32,1418842.88,-1.74%,924.50%
573,Ama_CL,多头,880907,2017/10/9 10:30,1942,2017/11/15 11:30,2103,1,647.2,15452.8,1434295.68,7.96%,932.45%
574,Ama_CL,多头,880597,2017/11/8 15:00,1583,2017/11/15 11:30,1587,1,507.2,-107.2,1434188.48,-0.07%,932.39%
575,Ama_CL,多头,880577,2017/11/1 11:30,4086,2017/11/15 11:30,4260,1,1335.36,16064.64,1450253.12,3.93%,936.32%
576,Ama_CL,多头,880952,2017/11/7 10:30,1119,2017/11/15 11:30,1152,1,363.36,2936.64,1453189.76,2.62%,938.94%
577,Ama_CL,多头,880446,2017/11/9 10:30,1178,2017/11/15 14:00,1178,1,376.96,-376.96,1452812.8,-0.32%,938.62%
578,Ama_CL,多头,880853,2017/10/20 11:30,778,2017/11/15 15:00,811,1,254.24,3045.76,1455858.56,3.91%,942.54%
579,Ama_CL,多头,880544,2017/11/10 10:30,1831,2017/11/15 15:00,1834,1,586.4,-286.4,1455572.16,-0.16%,942.38%
580,Ama_CL,多头,880941,2017/11/8 15:00,651,2017/11/16 10:30,644,1,207.2,-907.2,1454664.96,-1.39%,940.99%
581,Ama_CL,多头,880491,2017/11/1 14:00,1500,2017/11/16 11:30,1584,1,493.44,7906.56,1462571.52,5.27%,946.26%
582,Ama_CL,多头,880584,2017/11/9 15:00,1813,2017/11/16 14:00,1815,1,580.48,-380.48,1462191.04,-0.21%,946.05%
583,Ama_CL,多头,880536,2017/10/27 10:30,985,2017/11/16 14:00,1070,1,328.8,8171.2,1470362.24,8.30%,954.34%
584,Ama_CL,多头,880930,2017/11/13 10:30,1633,2017/11/16 14:00,1597,1,516.8,-4116.8,1466245.44,-2.52%,951.82%
585,Ama_CL,多头,880943,2017/11/2 11:30,1163,2017/11/16 15:00,1272,1,389.6,10510.4,1476755.84,9.04%,960.86%
586,Ama_CL,多头,880540,2017/11/13 14:00,1501,2017/11/16 15:00,1497,1,479.68,-879.68,1475876.16,-0.59%,960.27%
587,Ama_CL,多头,880948,2017/11/9 10:30,983,2017/11/16 15:00,1010,1,318.88,2381.12,1478257.28,2.42%,962.70%
588,Ama_CL,多头,880335,2017/11/10 10:30,1330,2017/11/17 10:30,1321,1,424.16,-1324.16,1476933.12,-1.00%,961.70%
589,Ama_CL,多头,880905,2017/11/14 14:00,1663,2017/11/17 10:30,1647,1,529.6,-2129.6,1474803.52,-1.28%,960.42%
590,Ama_CL,多头,880944,2017/11/10 14:00,1189,2017/11/17 10:30,1179,1,378.88,-1378.88,1473424.64,-1.16%,959.26%
591,Ama_CL,多头,880921,2017/11/9 10:30,1229,2017/11/17 10:30,1229,1,393.28,-393.28,1473031.36,-0.32%,958.94%
592,Ama_CL,多头,880901,2017/11/9 14:00,2276,2017/11/17 10:30,2294,1,731.2,1068.8,1474100.16,0.47%,959.41%
593,Ama_CL,多头,880904,2017/10/27 10:30,2862,2017/11/17 10:30,2980,1,934.72,10865.28,1484965.44,3.80%,963.21%
594,Ama_CL,多头,880569,2017/11/10 10:30,2589,2017/11/17 10:30,2592,1,828.96,-528.96,1484436.48,-0.20%,963.00%
595,Ama_CL,多头,880489,2017/11/10 10:30,1480,2017/11/17 11:30,1473,1,472.48,-1172.48,1483264,-0.79%,962.21%
596,Ama_CL,多头,880574,2017/10/10 10:30,2455,2017/11/17 11:30,2595,1,808,13192,1496456,5.37%,967.58%
597,Ama_CL,多头,880539,2017/11/9 15:00,1855,2017/11/17 11:30,1837,1,590.72,-2390.72,1494065.28,-1.29%,966.29%
598,Ama_CL,多头,880565,2017/8/18 11:30,5223,2017/11/17 11:30,6018,1,1798.56,77701.44,1571766.72,14.88%,981.17%
599,Ama_CL,多头,880546,2017/11/9 10:30,2189,2017/11/17 14:00,2209,1,703.68,1296.32,1573063.04,0.59%,981.76%
600,Ama_CL,多头,880913,2017/11/9 11:30,1690,2017/11/17 15:00,1710,1,544,1456,1574519.04,0.86%,982.62%
601,Ama_CL,多头,880545,2017/11/9 14:00,2247,2017/11/17 15:00,2255,1,720.32,79.68,1574598.72,0.04%,982.66%
602,Ama_CL,多头,880587,2017/11/9 10:30,2207,2017/11/20 10:30,2187,1,703.04,-2703.04,1571895.68,-1.22%,981.43%
603,Ama_CL,多头,880857,2017/7/28 11:30,886,2017/11/20 11:30,954,1,294.4,6505.6,1578401.28,7.34%,988.78%
604,Ama_CL,多头,880492,2017/10/10 14:00,1824,2017/11/20 14:00,1863,1,589.92,3310.08,1581711.36,1.81%,990.59%
605,Ama_CL,多头,880578,2017/11/9 14:00,2584,2017/11/20 15:00,2625,1,833.44,3266.56,1584977.92,1.26%,991.86%
606,Ama_CL,多头,880490,2017/11/10 14:00,1830,2017/11/21 11:30,1838,1,586.88,213.12,1585191.04,0.12%,991.97%
