Bar#,时间,多头保证金,空头保证金,可用资金,动态权益,交易成本,静态权益,累计收益率
1105,2018/4/10 11:00,3961673.03,0,1519090255,1523051928,0,1522966555,1906.36
1104,2018/4/10 10:00,3968731.04,0,1519090255,1523058986,610.88,1522966555,1908.22
1103,2018/4/9 15:00,4389860.93,0,1518709685,1523099546,149.28,1522972985,1929.34
1102,2018/4/9 14:00,4482032.02,0,1518616686,1523098718,614.88,1522974886,1929.56
1101,2018/4/9 11:00,4872235.01,0,1518233620,1523105855,655.52,1522978620,1935.24
1100,2018/4/9 10:00,4415337.98,0,1518643320,1523058658,229.92,1522978620,1911.19
1099,2018/4/4 15:00,4563184.99,0,1518500082,1523063267,976.96,1522980882,1913.53
1098,2018/4/4 14:00,4892085.03,0,1518207514,1523099599,1090.56,1522972614,1930.95
1097,2018/4/4 11:00,5608733.99,0,1517528061,1523136795,418.88,1522953261,1950.83
1096,2018/4/4 10:00,5602859.05,0,1517513700,1523116559,1641.28,1522951400,1941.09
1095,2018/4/3 15:00,6619287.96,0,1516491133,1523110421,1262.08,1522923933,1936.21
1094,2018/4/3 14:00,6060475.96,0,1516984202,1523044678,736,1522921102,1900.75
1093,2018/4/3 11:00,6072408.91,0,1516991325,1523063734,0,1522920025,1911.76
1092,2018/4/3 10:00,6084364.99,0,1516991325,1523075690,1943.36,1522920025,1919.19
1091,2018/4/2 15:00,5986861.02,0,1517165805,1523152666,202.4,1522930005,1964.51
1090,2018/4/2 14:00,5881384.01,0,1517292305,1523173689,598.4,1522930005,1976.72
1089,2018/4/2 11:00,5511082.99,0,1517666305,1523177388,628.64,1522930005,1979.6
1088,2018/4/2 10:00,5093361.96,0,1518059205,1523152567,585.76,1522930005,1966.9
1087,2018/3/30 15:00,4681107.02,0,1518425305,1523106412,611.04,1522930005,1941.52
1086,2018/3/30 14:00,4277610.02,0,1518807205,1523084815,0,1522930005,1930.71
1085,2018/3/30 11:00,4269076.93,0,1518807205,1523076282,0,1522930005,1924.81
1084,2018/3/30 10:00,4251853,0,1518807205,1523059058,888.64,1522930005,1912.96
1083,2018/3/29 15:00,3632113.97,0,1519362605,1522994719,783.52,1522930005,1879.97
1082,2018/3/29 14:00,3522935,0,1519455134,1522978069,266.08,1522926034,1870.29
1081,2018/3/29 11:00,3344781.01,0,1519621434,1522966215,318.24,1522926034,1863.76
1080,2018/3/29 10:00,3161852.02,0,1519820334,1522982186,896.48,1522926034,1872.12
1079,2018/3/28 15:00,2598551.97,0,1520380634,1522979186,608.32,1522926034,1870.41
1078,2018/3/28 14:00,2233539.99,0,1520760834,1522994374,1626.56,1522926034,1878.15
1077,2018/3/28 11:00,1457989.01,0,1521528833,1522986822,439.2,1522927133,1874.04
1076,2018/3/28 10:00,1185879.99,0,1521803333,1522989213,789.12,1522927133,1875.69
1075,2018/3/27 15:00,684016.99,0,1522296533,1522980550,395.04,1522927133,1869.89
1074,2018/3/27 14:00,434474.01,0,1522543433,1522977907,0,1522927133,1868.27
1073,2018/3/27 11:00,435466.01,0,1522543433,1522978899,0,1522927133,1868.19
1072,2018/3/27 10:00,432378.01,0,1522543433,1522975811,0,1522927133,1866.63
1071,2018/3/26 15:00,425979,0,1522543433,1522969412,0,1522927133,1864.02
1070,2018/3/26 14:00,418217,0,1522543433,1522961650,0,1522927133,1860.23
1069,2018/3/26 11:00,418239,0,1522543433,1522961672,251.84,1522927133,1859.92
1068,2018/3/26 10:00,576324.01,0,1522386516,1522962840,0,1522914716,1860.45
1067,2018/3/23 15:00,566758.01,0,1522386516,1522953274,0,1522914716,1855.26
1066,2018/3/23 14:00,563153,0,1522386516,1522949669,0,1522914716,1853.18
1065,2018/3/23 11:00,572435,0,1522386516,1522958951,0,1522914716,1858.44
1064,2018/3/23 10:00,580730,0,1522386516,1522967246,0,1522914716,1863
1063,2018/3/22 15:00,587078.01,0,1522386516,1522973594,390.24,1522914716,1866.96
1062,2018/3/22 14:00,833729.03,0,1522143391,1522977120,148.8,1522911991,1868.85
1061,2018/3/22 11:00,925475.99,0,1522050687,1522976163,252.8,1522911187,1868.48
1060,2018/3/22 10:00,1083809.01,0,1521893197,1522977006,443.04,1522914597,1868.83
1059,2018/3/21 15:00,1366994,0,1521617192,1522984186,695.52,1522920892,1872.68
1058,2018/3/21 14:00,1819513.02,0,1521183889,1523003402,459.04,1522926189,1883.72
1057,2018/3/21 11:00,1706423.98,0,1521301056,1523007480,1247.04,1522923256,1886.58
1056,2018/3/21 10:00,1685360.01,0,1521318051,1523003411,570.56,1522907751,1884.99
1055,2018/3/20 15:00,2034850,0,1520962557,1522997407,958.72,1522886957,1880.04
1054,2018/3/20 14:00,2367557.01,0,1520628033,1522995590,0,1522875433,1878.23
1053,2018/3/20 11:00,2356434,0,1520628033,1522984467,915.84,1522875433,1870.37
1052,2018/3/20 10:00,2922928.98,0,1520057425,1522980354,816.96,1522852225,1866.28
1051,2018/3/19 15:00,3456146.98,0,1519548425,1523004572,705.12,1522832625,1886.22
1050,2018/3/19 14:00,3896544.05,0,1519109104,1523005648,789.12,1522814904,1887.12
1049,2018/3/19 11:00,4403006.98,0,1518617426,1523020433,1314.88,1522780926,1895.82
1048,2018/3/19 10:00,5201269.99,0,1517798206,1522999476,706.56,1522752606,1881.32
1047,2018/3/16 15:00,5063407.99,0,1517921708,1522985116,1994.88,1522748308,1876.02
1046,2018/3/16 14:00,6349914.96,0,1516678737,1523028652,1668.32,1522651637,1903
1045,2018/3/16 11:00,7374213.02,0,1515639256,1523013469,1357.76,1522580956,1893.64
1044,2018/3/16 10:00,8263601.92,0,1514793288,1523056890,1309.76,1522531588,1921.41
1043,2018/3/15 15:00,9044837.03,0,1513977271,1523022108,79.68,1522511271,1900.11
1042,2018/3/15 14:00,9003073.03,0,1513927627,1522930700,1709.92,1522509427,1845.23
1041,2018/3/15 11:00,10134024.02,0,1512862292,1522996316,1365.92,1522478292,1886.42
1040,2018/3/15 10:00,11014106.95,0,1512011226,1523025333,3045.28,1522419826,1901.82
1039,2018/3/14 15:00,12951048.05,0,1510113877,1523064925,2145.92,1522338677,1918.57
1038,2018/3/14 14:00,14359836.97,0,1508776934,1523136771,1756.48,1522321234,1962.96
1037,2018/3/14 11:00,15470665.92,0,1507682631,1523153296,628.8,1522314531,1973.35
1036,2018/3/14 10:00,15915595.07,0,1507290876,1523206471,532.48,1522307876,2008.76
1035,2018/3/13 15:00,16266251.97,0,1506959147,1523225399,643.84,1522312747,2023.32
1034,2018/3/13 14:00,16792800.94,0,1506558037,1523350838,510.56,1522315737,2103.56
1033,2018/3/13 11:00,16435968.96,0,1506877137,1523313106,0,1522315737,2079.43
1032,2018/3/13 10:00,16404412.94,0,1506877137,1523281550,1683.04,1522315737,2059.77
1031,2018/3/12 15:00,16030139.01,0,1507324213,1523354352,241.12,1522321013,2102.75
1030,2018/3/12 14:00,15842880.92,0,1507474913,1523317794,2322.4,1522321013,2080.23
1029,2018/3/12 11:00,14354423.04,0,1508926413,1523280836,1106.24,1522321013,2055.81
1028,2018/3/12 10:00,13707079.06,0,1509617813,1523324892,1204.48,1522321013,2079.43
1027,2018/3/9 15:00,13088578.01,0,1510076082,1523164660,724.96,1522319582,1973.82
1026,2018/3/9 14:00,12926856.06,0,1510231841,1523158697,0,1522308941,1970.93
1025,2018/3/9 11:00,12854269,0,1510231841,1523086110,969.92,1522308941,1923.66
1024,2018/3/9 10:00,13374621.97,0,1509627490,1523002112,514.56,1522253890,1870.76
1023,2018/3/8 15:00,13382804.96,0,1509563681,1522946486,0,1522238281,1838.15
1022,2018/3/8 14:00,13321841.94,0,1509563681,1522885523,560.64,1522238281,1800
1021,2018/3/8 11:00,13675718.02,0,1509214398,1522890116,164.96,1522236298,1804.19
1020,2018/3/8 10:00,13783027.99,0,1509111618,1522894646,140.96,1522230918,1807.89
1019,2018/3/7 15:00,13815577.89,0,1509023791,1522839369,275.36,1522225291,1777.93
1018,2018/3/7 14:00,14053010.96,0,1508852238,1522905249,807.04,1522223538,1822.55
1017,2018/3/7 11:00,14185801.09,0,1508718236,1522904037,605.28,1522208636,1821.89
1016,2018/3/7 10:00,14192021.88,0,1508717516,1522909538,334.56,1522192616,1825.08
1015,2018/3/6 15:00,14452770.06,0,1508509076,1522961846,254.24,1522187576,1860.27
1014,2018/3/6 14:00,14546892.02,0,1508350677,1522897569,348.16,1522183177,1816.24
1013,2018/3/6 11:00,14808113.04,0,1508133771,1522941884,479.84,1522182171,1841.21
1012,2018/3/6 10:00,15060447.94,0,1507834806,1522895254,635.36,1522168006,1808.01
1011,2018/3/5 15:00,15361316.06,0,1507438946,1522800262,585.92,1522149946,1754.06
1010,2018/3/5 14:00,15668874.95,0,1507073924,1522742798,0,1522154724,1716.8
1009,2018/3/5 11:00,15645157.09,0,1507073924,1522719081,490.88,1522154724,1706.08
1008,2018/3/5 10:00,15959239.98,0,1506768097,1522727337,692.64,1522150597,1711.61
1007,2018/3/2 15:00,16344093.91,0,1506336543,1522680637,0,1522127443,1679.89
1006,2018/3/2 14:00,16334354.04,0,1506336543,1522670897,168.8,1522127443,1672.87
1005,2018/3/2 11:00,16459988.99,0,1506231373,1522691362,0,1522122673,1686.32
1004,2018/3/2 10:00,16561260.03,0,1506231373,1522792633,0,1522122673,1749.65
1003,2018/3/1 15:00,16570962.05,0,1506231373,1522802335,317.6,1522122673,1752.76
1002,2018/3/1 14:00,16701678.05,0,1506033496,1522735174,514.08,1522115796,1709.62
1001,2018/3/1 11:00,16993965.97,0,1505713217,1522707183,318.08,1522112417,1694.97
1000,2018/3/1 10:00,17088751.01,0,1505515053,1522603804,1249.6,1522112853,1629.04
999,2018/2/28 15:00,16447371.01,0,1506080001,1522527372,1172.96,1522114401,1581.59
998,2018/2/28 14:00,17213402.98,0,1505349234,1522562637,253.92,1522108834,1606.63
997,2018/2/28 11:00,17023815.05,0,1505507934,1522531749,271.52,1522108834,1580.77
996,2018/2/28 10:00,17197800.03,0,1505338773,1522536573,2194.4,1522106773,1583.39
995,2018/2/27 15:00,16455011.03,0,1506038756,1522493767,2080.48,1522112156,1551.62
994,2018/2/27 14:00,16269603.07,0,1506235021,1522504624,1519.04,1522111221,1560.63
993,2018/2/27 11:00,15831930.99,0,1506692812,1522524743,1032.64,1522114112,1569.91
992,2018/2/27 10:00,15201177,0,1507338212,1522539389,608.96,1522114112,1577.86
991,2018/2/26 15:00,14779555.02,0,1507718812,1522498367,1419.36,1522114112,1550.88
990,2018/2/26 14:00,13887706,0,1508605912,1522493618,3578.4,1522114112,1547.48
989,2018/2/26 11:00,11966274.98,0,1510474594,1522440869,691.84,1522109994,1512.2
988,2018/2/26 10:00,11418450.02,0,1510906994,1522325444,1092.16,1522109994,1436.34
987,2018/2/23 15:00,10632280.98,0,1511589594,1522221875,2308.48,1522109994,1371.94
986,2018/2/23 14:00,9163735.02,0,1513032394,1522196129,3124.16,1522109994,1354.88
985,2018/2/23 11:00,7199949.94,0,1514984994,1522184944,1289.28,1522109994,1346.51
984,2018/2/23 10:00,6423288.99,0,1515790794,1522214083,1473.44,1522109994,1366.78
983,2018/2/22 15:00,5487213.97,0,1516711694,1522198908,692.64,1522109994,1358.45
982,2018/2/22 14:00,5054072.01,0,1517144594,1522198666,1465.44,1522109994,1358.61
981,2018/2/22 11:00,4136349.99,0,1518060494,1522196844,636,1522109994,1357.4
980,2018/2/22 10:00,3729567,0,1518457994,1522187561,274.72,1522109994,1351.78
979,2018/2/14 15:00,3495272.99,0,1518629694,1522124967,1930.24,1522109994,1312.11
978,2018/2/14 14:00,2286613.01,0,1519836094,1522122707,1360.96,1522109994,1310.36
977,2018/2/14 11:00,1425746,0,1520686694,1522112440,903.2,1522109994,1303.5
976,2018/2/14 10:00,860263,0,1521251194,1522111457,801.92,1522109994,1302.83
975,2018/2/13 15:00,358418.98,0,1521752394,1522110813,160.64,1522109994,1302.76
974,2018/2/13 14:00,257797,0,1521852794,1522110591,203.52,1522109994,1302.6
973,2018/2/13 11:00,132261,0,1521979994,1522112255,0,1522109994,1303.9
972,2018/2/13 10:00,131068.01,0,1521979994,1522111062,208,1522109994,1302.98
971,2018/2/12 15:00,0,0,1522109994,1522109994,0,1522109994,1302.16
970,2018/2/12 14:00,0,0,1522109994,1522109994,0,1522109994,1302.16
969,2018/2/12 11:00,0,0,1522109994,1522109994,0,1522109994,1302.16
968,2018/2/12 10:00,0,0,1522109994,1522109994,0,1522109994,1302.16
967,2018/2/9 15:00,0,0,1522109994,1522109994,0,1522109994,1302.16
966,2018/2/9 14:00,0,0,1522109994,1522109994,0,1522109994,1302.16
965,2018/2/9 11:00,0,0,1522109994,1522109994,0,1522109994,1302.16
964,2018/2/9 10:00,0,0,1522109994,1522109994,0,1522109994,1302.16
963,2018/2/8 15:00,0,0,1522109994,1522109994,0,1522109994,1302.16
962,2018/2/8 14:00,0,0,1522109994,1522109994,117.6,1522109994,1302.16
961,2018/2/8 11:00,73714,0,1522036731,1522110445,0,1522111431,1302.76
960,2018/2/8 10:00,75121,0,1522036731,1522111852,0,1522111431,1304.65
959,2018/2/7 15:00,76821,0,1522036731,1522113552,0,1522111431,1306.92
958,2018/2/7 14:00,77677,0,1522036731,1522114408,0,1522111431,1308.07
957,2018/2/7 11:00,79236,0,1522036731,1522115967,0,1522111431,1310.16
956,2018/2/7 10:00,81674,0,1522036731,1522118405,0,1522111431,1313.42
955,2018/2/6 15:00,78513,0,1522036731,1522115244,0,1522111431,1309.19
954,2018/2/6 14:00,79582,0,1522036731,1522116313,0,1522111431,1310.62
953,2018/2/6 11:00,79259,0,1522036731,1522115990,0,1522111431,1310.19
952,2018/2/6 10:00,79258,0,1522036731,1522115989,0,1522111431,1310.19
951,2018/2/5 15:00,81831,0,1522036731,1522118562,0,1522111431,1313.63
950,2018/2/5 14:00,83065,0,1522036731,1522119796,0,1522111431,1315.28
949,2018/2/5 11:00,81702,0,1522036731,1522118433,0,1522111431,1313.46
948,2018/2/5 10:00,81014,0,1522036731,1522117745,157.44,1522111431,1312.54
947,2018/2/2 15:00,176622,0,1521938642,1522115264,0,1522108942,1309.87
946,2018/2/2 14:00,175023,0,1521938642,1522113665,158.72,1522108942,1307.79
945,2018/2/2 11:00,272948,0,1521839741,1522112689,0,1522097941,1306.41
944,2018/2/2 10:00,270339,0,1521839741,1522110080,0,1522097941,1303.26
943,2018/2/1 15:00,270441,0,1521839741,1522110182,0,1522097941,1303.09
942,2018/2/1 14:00,270738,0,1521839741,1522110479,105.28,1522097941,1303.36
941,2018/2/1 11:00,337402,0,1521774150,1522111552,411.04,1522097050,1304.68
940,2018/2/1 10:00,597373.99,0,1521518069,1522115443,0,1522096269,1308.84
939,2018/1/31 15:00,602097.99,0,1521518069,1522120167,860,1522096269,1312.22
938,2018/1/31 14:00,1138883.98,0,1520982252,1522121136,1979.84,1522074352,1311.04
937,2018/1/31 11:00,2383899,0,1519748672,1522132571,747.2,1521990772,1318.7
936,2018/1/31 10:00,2832867.99,0,1519283172,1522116040,164.96,1521996272,1309.42
935,2018/1/30 15:00,2950558.01,0,1519180409,1522130967,883.36,1522000709,1319.65
934,2018/1/30 14:00,3512564,0,1518630045,1522142609,801.12,1521983445,1327.25
933,2018/1/30 11:00,4017991,0,1518130945,1522148936,983.04,1521983645,1330.37
932,2018/1/30 10:00,4647420.02,0,1517518493,1522165913,0,1521974193,1340.95
931,2018/1/29 15:00,4654075.03,0,1517518493,1522172568,433.12,1521974193,1343.86
930,2018/1/29 14:00,4934277.02,0,1517248663,1522182940,274.88,1521977363,1351.76
929,2018/1/29 11:00,5114503.96,0,1517077403,1522191907,1197.76,1521971903,1356.79
928,2018/1/29 10:00,5914086.04,0,1516331187,1522245273,615.84,1521966887,1390.18
927,2018/1/26 15:00,6286033.96,0,1515947448,1522233482,536.16,1521923848,1379.84
926,2018/1/26 14:00,6629010.95,0,1515613416,1522242426,548.48,1521922116,1384.16
925,2018/1/26 11:00,6960869.99,0,1515271714,1522232584,0,1521923914,1377.69
924,2018/1/26 10:00,6951720.02,0,1515271714,1522223434,1415.84,1521923914,1373.22
923,2018/1/25 15:00,6056583.98,0,1516156614,1522213198,0,1521923914,1367.99
922,2018/1/25 14:00,6093624,0,1516156614,1522250238,847.2,1521923914,1394.4
921,2018/1/25 11:00,5970911.04,0,1516262951,1522233862,719.04,1521899251,1385.57
920,2018/1/25 10:00,5496883.98,0,1516712351,1522209235,1002.4,1521899251,1370.47
919,2018/1/24 15:00,4901853.96,0,1517338851,1522240705,206.88,1521899251,1385.89
918,2018/1/24 14:00,4762505.03,0,1517468151,1522230656,0,1521899251,1379.01
917,2018/1/24 11:00,4756387.99,0,1517468151,1522224539,762.08,1521899251,1372.05
916,2018/1/24 10:00,4695974.97,0,1517529323,1522225298,0,1521903823,1371.53
915,2018/1/23 15:00,4691716.99,0,1517529323,1522221040,236.96,1521903823,1367.95
914,2018/1/23 14:00,4518090.01,0,1517677423,1522195513,0,1521903823,1351.78
913,2018/1/23 11:00,4509183.98,0,1517677423,1522186607,683.04,1521903823,1347.48
912,2018/1/23 10:00,4643096.99,0,1517549597,1522192694,212.48,1521895597,1350.25
911,2018/1/22 15:00,4488070.99,0,1517682397,1522170468,0,1521895597,1337.55
910,2018/1/22 14:00,4471753,0,1517682397,1522154150,670.72,1521895597,1328.81
909,2018/1/22 11:00,4414053.01,0,1517735584,1522149637,264.8,1521896684,1327.62
908,2018/1/22 10:00,4569633.96,0,1517570611,1522140245,0,1521895311,1322.37
907,2018/1/19 15:00,4550890.99,0,1517570611,1522121502,0,1521895311,1314.73
906,2018/1/19 14:00,4553283.02,0,1517570611,1522123894,312.16,1521895311,1314.65
905,2018/1/19 11:00,4753074.01,0,1517376133,1522129207,0,1521894733,1315.79
904,2018/1/19 10:00,4762561.98,0,1517376133,1522138695,666.08,1521894733,1320.55
903,2018/1/18 15:00,4797225,0,1517328179,1522125404,527.04,1521896379,1312.85
902,2018/1/18 14:00,5112276,0,1516999813,1522112089,227.2,1521885013,1304.87
901,2018/1/18 11:00,4958232.01,0,1517141813,1522100045,0,1521885013,1298.56
900,2018/1/18 10:00,4980576.07,0,1517141813,1522122389,0,1521885013,1310.18
899,2018/1/17 15:00,4952112.99,0,1517141813,1522093926,478.88,1521885013,1296.14
898,2018/1/17 14:00,4948563.97,0,1517153171,1522101735,429.92,1521883071,1299.9
897,2018/1/17 11:00,4659645,0,1517421871,1522081516,0,1521883071,1288.25
896,2018/1/17 10:00,4681811.98,0,1517421871,1522103683,0,1521883071,1300.67
895,2018/1/16 15:00,4701915.04,0,1517421871,1522123786,334.56,1521883071,1310.26
894,2018/1/16 14:00,4894255,0,1517213450,1522107705,957.44,1521890050,1299.77
893,2018/1/16 11:00,5126804.03,0,1516987775,1522114579,578.4,1521893975,1302.67
892,2018/1/16 10:00,5051750.02,0,1517050337,1522102087,0,1521884137,1296.16
891,2018/1/15 15:00,5033659.01,0,1517050337,1522083996,544.64,1521884137,1286.33
890,2018/1/15 14:00,5387029.02,0,1516711026,1522098055,0,1521884926,1294.83
889,2018/1/15 11:00,5413559.05,0,1516711026,1522124585,274.4,1521884926,1310.67
888,2018/1/15 10:00,5586794.98,0,1516540079,1522126874,576.64,1521888279,1313.13
887,2018/1/12 15:00,5934955.99,0,1516180829,1522115785,0,1521887229,1309.86
886,2018/1/12 14:00,5912583.01,0,1516180829,1522093412,1107.52,1521887229,1298.36
885,2018/1/12 11:00,5801737.94,0,1516305539,1522107277,472.16,1521888639,1308.93
884,2018/1/12 10:00,6089141,0,1516011380,1522100521,459.04,1521887080,1305.37
883,2018/1/11 15:00,6369600.95,0,1515725359,1522094960,1601.92,1521863459,1304.24
882,2018/1/11 14:00,7164270.99,0,1514933026,1522097297,988.8,1521862026,1304.29
881,2018/1/11 11:00,7765926.01,0,1514316989,1522082915,278.88,1521854889,1294.25
880,2018/1/11 10:00,7929305.99,0,1514143245,1522072551,1551.04,1521854345,1289.11
879,2018/1/10 15:00,8237006.05,0,1513872404,1522109410,506.56,1521838504,1311.71
878,2018/1/10 14:00,8496440.02,0,1513556787,1522053227,1724,1521820687,1275.33
877,2018/1/10 11:00,9643633.02,0,1512482698,1522126331,124.48,1521801098,1321.73
876,2018/1/10 10:00,9734603.98,0,1512405144,1522139748,703.36,1521799144,1333.89
875,2018/1/9 15:00,10157655.02,0,1511966938,1522124593,474.88,1521792738,1321.4
874,2018/1/9 14:00,10448801.06,0,1511671080,1522119881,399.2,1521788680,1319.23
873,2018/1/9 11:00,10380232.96,0,1511728486,1522108719,310.72,1521788286,1312.5
872,2018/1/9 10:00,10562545.01,0,1511534906,1522097451,309.28,1521788006,1306.32
871,2018/1/8 15:00,10753833.07,0,1511342217,1522096050,798.08,1521783817,1312.74
870,2018/1/8 14:00,10598387.96,0,1511475800,1522074188,0,1521782600,1299.41
869,2018/1/8 11:00,10603339.96,0,1511475800,1522079140,1552.32,1521782600,1299.61
868,2018/1/8 10:00,10842279.05,0,1511222568,1522064847,1002.24,1521789468,1290
867,2018/1/5 15:00,10375857.04,0,1511648491,1522024348,906.56,1521790691,1259.36
866,2018/1/5 14:00,10662409.97,0,1511363444,1522025853,1734.88,1521784444,1260.78
865,2018/1/5 11:00,11172665.96,0,1510876259,1522048925,1024,1521785059,1276.11
864,2018/1/5 10:00,10975069.04,0,1511047212,1522022282,625.76,1521787012,1256.78
863,2018/1/4 15:00,11201805,0,1510822504,1522024309,1118.08,1521790904,1257.78
862,2018/1/4 14:00,11359627.96,0,1510648295,1522007923,1085.92,1521787395,1246.89
861,2018/1/4 11:00,10659174.04,0,1511326995,1521986169,1019.84,1521787395,1229.66
860,2018/1/4 10:00,10017986,0,1511964395,1521982381,0,1521787395,1228.72
859,2018/1/3 15:00,9982766.02,0,1511964395,1521947161,476.8,1521787395,1205.93
858,2018/1/3 14:00,9676876.99,0,1512262395,1521939272,2622.56,1521787395,1200.3
857,2018/1/3 11:00,8059053.99,0,1513901495,1521960549,1746.88,1521787395,1213.16
856,2018/1/3 10:00,6949976.96,0,1514993295,1521943272,1918.08,1521787395,1203.8
855,2018/1/2 15:00,5708235.02,0,1516192095,1521900330,1198.88,1521787395,1173.03
854,2018/1/2 14:00,4943917.98,0,1516941395,1521885313,1336.64,1521787395,1163.18
853,2018/1/2 11:00,4104205.01,0,1517776795,1521881000,502.4,1521787395,1160.27
852,2018/1/2 10:00,3789062.95,0,1518090795,1521879858,398.72,1521787395,1157.66
851,2017/12/29 15:00,3500166.96,0,1518339995,1521840162,528,1521787395,1132.2
850,2017/12/29 14:00,3427303.03,0,1518405820,1521833123,0,1521788420,1128.3
849,2017/12/29 11:00,3430085.01,0,1518405820,1521835905,0,1521788420,1129.75
848,2017/12/29 10:00,3430499.96,0,1518405820,1521836319,501.28,1521788420,1129.56
847,2017/12/28 15:00,3330488,0,1518509860,1521840348,0,1521791960,1132.42
846,2017/12/28 14:00,3334483.02,0,1518509860,1521844343,0,1521791960,1135.1
845,2017/12/28 11:00,3326548.02,0,1518509860,1521836408,228.16,1521791960,1128.54
844,2017/12/28 10:00,3177874.96,0,1518652460,1521830335,785.76,1521791960,1123.07
843,2017/12/27 15:00,2935897.99,0,1518871195,1521807093,742.56,1521791595,1114.55
842,2017/12/27 14:00,2702192.94,0,1519125620,1521827813,0,1521784820,1124.47
841,2017/12/27 11:00,2705262.01,0,1519125620,1521830882,1272.16,1521784820,1127.02
840,2017/12/27 10:00,1909514.99,0,1519920720,1521830235,487.04,1521784820,1127.23
839,2017/12/26 15:00,2216580.01,0,1519617306,1521833886,0,1521793306,1126.28
838,2017/12/26 14:00,2208989.01,0,1519617306,1521826295,0,1521793306,1121.8
837,2017/12/26 11:00,2199214.02,0,1519617306,1521816520,306.56,1521793306,1113.36
836,2017/12/26 10:00,2391282.02,0,1519426313,1521817595,245.76,1521790313,1112.9
835,2017/12/25 15:00,2564163,0,1519273205,1521837368,0,1521790805,1125.39
834,2017/12/25 14:00,2565774,0,1519273205,1521838979,499.04,1521790805,1127.14
833,2017/12/25 11:00,2245304,0,1519585105,1521830409,0,1521790805,1122.87
832,2017/12/25 10:00,2260366.96,0,1519585105,1521845472,586.56,1521790805,1132.26
831,2017/12/22 15:00,2431551.95,0,1519411968,1521843519,0,1521790268,1131.54
830,2017/12/22 14:00,2433288.99,0,1519411968,1521845257,0,1521790268,1133.09
829,2017/12/22 11:00,2436981.03,0,1519411968,1521848949,254.56,1521790268,1134.53
828,2017/12/22 10:00,2588184.01,0,1519253373,1521841557,0,1521788373,1129.49
827,2017/12/21 15:00,2581869.98,0,1519253373,1521835243,0,1521788373,1123.2
826,2017/12/21 14:00,2581841,0,1519253373,1521835214,156.64,1521788373,1123.41
825,2017/12/21 11:00,2477058.01,0,1519351273,1521828331,107.04,1521788373,1118.7
824,2017/12/21 10:00,2388822.02,0,1519418173,1521806995,315.36,1521788373,1105.1
823,2017/12/20 15:00,2203964,0,1519615273,1521819237,0,1521788373,1113.07
822,2017/12/20 14:00,2208051,0,1519615273,1521823324,0,1521788373,1115.63
821,2017/12/20 11:00,2208422,0,1519615273,1521823695,0,1521788373,1116.04
820,2017/12/20 10:00,2206979.94,0,1519615273,1521822253,354.08,1521788373,1114.89
819,2017/12/19 15:00,1975830.99,0,1519836573,1521812404,216.96,1521788373,1111.6
818,2017/12/19 14:00,1832867.98,0,1519972173,1521805041,0,1521788373,1106.68
817,2017/12/19 11:00,1837045.98,0,1519972173,1521809219,0,1521788373,1108.94
816,2017/12/19 10:00,1836774.01,0,1519972173,1521808947,0,1521788373,1108.48
815,2017/12/18 15:00,1821503,0,1519972173,1521793676,0,1521788373,1098.51
814,2017/12/18 14:00,1820396.98,0,1519972173,1521792570,0,1521788373,1098.38
813,2017/12/18 11:00,1818768.01,0,1519972173,1521790941,0,1521788373,1097.15
812,2017/12/18 10:00,1824062.98,0,1519972173,1521796236,222.24,1521788373,1100.67
811,2017/12/15 15:00,1960657.01,0,1519833717,1521794374,333.6,1521788517,1100.68
810,2017/12/15 14:00,2173916.99,0,1519625884,1521799801,370.4,1521789284,1103.65
809,2017/12/15 11:00,2400409.98,0,1519395129,1521795539,374.24,1521792429,1100.59
808,2017/12/15 10:00,2179641,0,1519629029,1521808670,677.12,1521792429,1108.01
807,2017/12/14 15:00,1759158.02,0,1520052229,1521811387,409.44,1521792429,1109.95
806,2017/12/14 14:00,2014652,0,1519797148,1521811800,0,1521793148,1110.21
805,2017/12/14 11:00,2015545.01,0,1519797148,1521812693,0,1521793148,1110.26
804,2017/12/14 10:00,2010580,0,1519797148,1521807728,641.28,1521793148,1107.41
803,2017/12/13 15:00,2414046,0,1519397634,1521811680,225.6,1521797034,1109.41
802,2017/12/13 14:00,2545142,0,1519257086,1521802228,0,1521797686,1104.59
801,2017/12/13 11:00,2530066.02,0,1519257086,1521787152,502.24,1521797686,1097.37
800,2017/12/13 10:00,2573075,0,1519225942,1521799017,408.48,1521800042,1103.65
799,2017/12/12 15:00,2303927.99,0,1519481242,1521785170,417.12,1521800042,1096.27
798,2017/12/12 14:00,2050732.99,0,1519741942,1521792675,250.72,1521800042,1100.25
797,2017/12/12 11:00,1898568.01,0,1519898642,1521797210,580.16,1521800042,1102.83
796,2017/12/12 10:00,1540470,0,1520261242,1521801712,1692.16,1521800042,1105.04
795,2017/12/11 15:00,485261,0,1521318842,1521804103,419.52,1521800042,1106.58
794,2017/12/11 14:00,220684,0,1521581042,1521801726,0,1521800042,1104.69
793,2017/12/11 11:00,220152,0,1521581042,1521801194,114.88,1521800042,1103.81
792,2017/12/11 10:00,148515,0,1521652842,1521801357,0,1521800042,1104.22
791,2017/12/8 15:00,147631.01,0,1521652842,1521800473,0,1521800042,1103.62
790,2017/12/8 14:00,147872,0,1521652842,1521800714,0,1521800042,1103.78
